N1	N2	N3	R	W	anotacion
0.004533759801420587	0.011704501420064803	0.0010616176028115244	5.1165036195454696e-05	99.98264895613951	0
4.660206365159642e-05	0.0006733977715193515	0.00020004836549776102	1.3310649304602614e-05	99.99906664115002	0
0.0036451584912364334	0.01635981592361635	0.0007126209266490216	0.00015257006611592408	99.97912983459238	0
0.0010567838292767841	0.011152948108331128	0.0005952111406828718	2.8133236057558534e-05	99.98716692368566	0
0.2222031576689747	0.301235799518535	0.0056399727497666065	0.0014495411596450217	99.46947152890309	0
0.24773099434826715	0.5148787110315881	0.004387997276197765	0.004127429523298443	99.22887486782065	0
0.5770945847893105	0.3426083352143604	0.0057706340930556935	0.02358791004378244	99.05093853585949	0
3.5252410476276768	1.0668656303017898	0.00965460304492422	0.13139576417336868	95.26684295485224	0
3.7266962091963713	2.125257945732814	0.009254804760952681	0.04766560219735698	94.0911254381125	0
11.331515584129761	3.175789778843053	0.0024983122024197974	0.040510735538578264	85.44968558928619	0
13.188557578338141	6.489253897670361	0.004225092145879006	0.02634638464973068	80.29161704719588	0
6.038282554992883	1.0753693239385231	0.0022225963102553586	0.02092173726035452	92.86320378749798	0
4.682774705403423	3.7355758164401913	0.008245475121363668	0.09603972578062188	91.4773642772544	0
16.80753741931732	1.3471766110701402	0.0006895668340088097	0.0459556895214917	81.79864071325703	0
7.868923550370026	0.8443559595769232	0.002604690237915693	0.0854244633744756	91.19869133644066	0
3.4083217119988465	3.750218505657082	0.0028789128677640615	0.22183101459894194	92.61674985487736	0
20.802394322783755	1.8970041086035776	0.0010042206252585193	0.051895271769020125	77.24770207621839	0
18.96924965464294	2.180539328181302	0.001172461904660455	0.18651520453048864	78.6625233507406	0
6.072269476865097	2.8751374533920404	0.0010110309821402348	0.04317434766818298	91.00840769109256	0
48.68792084992528	16.584533784201895	0.006921652471564585	0.44531150873761266	34.27531220466364	1
37.8112597921381	5.922196473743567	0.0012206691435555682	0.22461969857056918	56.04070336640422	0
38.08359487823571	10.21044281138493	0.0043461575115534236	0.3332727196481043	51.36834343321971	0
23.0093024725419	3.427236911540065	0.0006795276534521523	0.164991366914623	73.39778972134997	0
56.01160309281027	8.430582939513718	0.0017570753425721621	0.694449016049315	34.861607876284125	1
56.073892516352274	25.359963330375564	0.02011693610643147	2.237151682203832	16.308875534961896	1
42.310328987580505	10.34303460581419	0.003024923537638237	6.285691493189349	41.057919989878336	1
30.896632685290736	12.878352423140457	0.0012045073060241648	7.302409643157513	48.92140074110527	0
18.429117273221067	8.174905640034973	0.022732949191463455	5.8985224541110854	67.4747216834414	0
27.58141894827924	4.149819511723181	0.002056437764978106	1.8037258311005562	66.46297927113204	0
37.44872241045221	10.37072108821184	0.005119728864248973	4.349197717716505	47.826239054755185	0
40.8406475729843	15.095582633387435	0.011327099362952602	1.5077903298813882	42.54465236438392	0
7.087964985373782	5.4044674275119995	0.03951636068960461	0.23938219344204467	87.22866903298257	0
3.442951071799416	1.4150366474936416	0.0010323355746565798	0.2480981916609183	94.89288175347137	0
22.529063477473752	1.9552735775155607	0.000621377819210307	1.0456290424980288	74.46941252469344	0
24.691487683833213	5.743482118433858	0.0011137072679473488	0.4296920831069949	69.13422440735799	0
32.70057406697111	6.164727994516015	0.0013763422766879295	1.8773002896428934	59.25602130659329	0
