N1	N2	N3	R	W	anotaciones
0.005815969454806671	0.012729781035280033	0.001699313661617791	9.485605223948314e-05	99.97966007979603	0.0
0.011488487764591309	0.02485825317215441	0.0014040923990278071	0.0002681524505552202	99.96198101421368	0.0
0.0024420756160266986	0.00942260468751419	0.001335736642537596	7.795265700116307e-05	99.98672163039691	0.0
0.006418724054132285	0.00690542656927824	0.0005904288740169641	0.00013535685178333576	99.98595006365079	0.0
0.003963454654635011	0.010414476809995165	0.0005880899089586777	0.00010731827908683352	99.98492666034734	0.0
0.028984980864897543	0.02556006516940178	0.00044868143831779827	0.0002790647238497733	99.94472720780352	0.0
0.00372311682951089	0.009615366719370301	0.0008866834698414379	7.405154900149482e-05	99.98570078143227	0.0
0.011315533736584742	0.01314172502169506	0.0006351115495158376	0.00017749055664100503	99.97473013913556	0.0
0.006276723610969616	0.004463217972957163	0.0003764079509102984	3.471703725016203e-05	99.98884893342792	0.0
0.01335942553619603	0.006626533074965662	0.0005624916058365965	0.00020289889294898314	99.97924865089006	0.0
0.010064768250934646	0.006410678603777467	0.0007820276342593244	0.00010873065308477666	99.98263379485795	0.0
0.0045346763106356046	0.0076168237102933285	0.00154392286763337	5.063580270553844e-05	99.98625394130873	0.0
0.010583402538009374	0.008871829825760189	0.0007362191317334253	0.00011837519557882259	99.97969017330891	0.0
0.0058321346794895515	0.006435190486889886	0.0006801639477386847	6.969490369007687e-05	99.98698281598219	0.0
0.027198022928662736	0.010861655556076513	0.0010773969935401408	0.00011348421365234213	99.96074944030808	0.0
0.006960091213350341	0.003976000956873906	0.00051221008612735	3.965039086121245e-05	99.98851204735278	0.0
0.006077071302245977	0.010304101707480069	0.001060601655113112	3.730730621552147e-05	99.98252091802894	0.0
0.001745164008978799	0.010664126223653847	0.004851045412453732	9.702042820092734e-06	99.98272996231209	0.0
0.0032703088406210233	0.011352794672819718	0.003473621654022444	2.862820220224727e-05	99.98187464663033	0.0
0.003964878426040578	0.008200096237705606	0.00196647964664853	3.3951963393538577e-05	99.98583459372622	0.0
0.0021289275822815156	0.007608939789946733	0.0022559623912434376	1.3971896022305054e-05	99.9879921983405	0.0
