W	N1	N2	N3	R	anotaciones
99.94892	0.013254794	0.0110610705	0.011215287	0.015547125	0.0
99.95528	0.011534282	0.009761273	0.009865608	0.013565383	0.0
99.968506	0.008109125	0.0070198514	0.00701984	0.009336507	0.0
99.97735	0.00581928	0.005143866	0.005144687	0.006543428	0.0
99.98579	0.0037091249	0.0033292156	0.0032528017	0.003920136	0.0
99.989006	0.002920845	0.0026227992	0.0025135828	0.0029363066	0.0
99.98994	0.0027121282	0.0024199535	0.002293219	0.0026403575	0.0
99.99011	0.0026889415	0.0023898347	0.0022380212	0.0025741635	0.0
99.99034	0.002645222	0.002347448	0.0022012051	0.0024626185	0.0
99.99131	0.0023990653	0.0021301585	0.0020127129	0.0021485027	0.0
99.99074	0.0025899836	0.002297298	0.002166043	0.0022049923	0.0
99.98966	0.0029179638	0.0025640563	0.0024317317	0.0024130035	0.0
99.98796	0.003447818	0.0029736045	0.0028216017	0.0027894918	0.0
99.985214	0.004307188	0.003663385	0.0034291723	0.0033903099	0.0
99.97871	0.006384259	0.00526227	0.004854349	0.0047865165	0.0
99.97628	0.0070873005	0.005883526	0.005475433	0.0052734087	0.0
99.96473	0.010855679	0.008697158	0.008019121	0.007697699	0.0
99.927376	0.02414683	0.017383821	0.014743255	0.016342768	0.0
99.02304	0.42088163	0.21064965	0.16071719	0.18470618	0.0
2.498507	91.25092	3.7651162	1.1455754	1.3398793	1.0
2.8241217	93.81676	1.6453164	0.8349952	0.87881184	1.0
0.9959535	97.55639	0.6865275	0.35795844	0.40317416	1.0
4.536068	91.32098	1.905184	1.0702661	1.1675086	1.0
0.87986094	97.29373	0.9890397	0.40474617	0.4326106	1.0
1.9712961	95.01779	1.6355587	0.64761907	0.7277335	1.0
95.901886	1.3840812	1.4269336	0.6537677	0.6333317	0.0
1.0945033	2.4407089	94.21078	1.3388997	0.9151065	2.0
2.5086954	94.240364	1.6632214	0.72271	0.86500657	1.0
0.38420475	0.6046213	98.08283	0.62666565	0.3016774	2.0
0.34872305	0.6084779	98.33034	0.4398359	0.27262774	2.0
0.25849348	0.36084884	98.70867	0.4623423	0.20964639	2.0
0.6626424	1.052949	96.55774	1.2484937	0.4781751	2.0
0.2568165	0.41912067	98.79796	0.32900992	0.19709492	2.0
0.3262695	0.39781976	98.45715	0.570169	0.24858743	2.0
0.16777585	0.20643328	99.30236	0.20754328	0.11588517	2.0
1.2033541	1.5241325	94.969696	1.584219	0.71859944	2.0
0.48679024	0.53775114	97.90204	0.71261847	0.36081243	2.0
99.208984	0.26037842	0.2506493	0.14347032	0.13652143	0.0
0.74767286	1.4117258	96.30309	0.9456232	0.5918822	2.0
99.453705	0.16531612	0.17221807	0.10973263	0.09902751	0.0
99.4976	0.17733774	0.135717	0.096031755	0.09332171	0.0
96.12782	1.5230799	1.031138	0.6684948	0.6494616	0.0
99.08491	0.34602094	0.24747032	0.17047726	0.15113091	0.0
2.069411	94.7049	1.787073	0.69138616	0.7472199	1.0
11.190085	77.07653	6.8992486	2.5147798	2.3193612	1.0
1.8333372	94.82907	1.9188752	0.6834864	0.7352271	1.0
3.2634418	86.69985	6.533315	1.7879533	1.7154386	1.0
0.677661	1.1656888	95.90771	1.7056339	0.54331446	2.0
0.33145902	0.6688175	98.18106	0.5346388	0.28403118	2.0
0.097702004	0.1529977	99.501	0.1563967	0.09190953	2.0
0.878743	1.0890503	94.5308	2.8042946	0.6971166	2.0
1.0874467	1.2214789	92.806915	3.9888217	0.8953359	2.0
0.11290945	0.14731848	99.40356	0.23135759	0.10485695	2.0
0.086740285	0.12055288	99.57525	0.14455812	0.07289669	2.0
0.07547324	0.09907035	99.62052	0.137747	0.06718695	2.0
0.09819076	0.121763885	99.52023	0.17488788	0.08492858	2.0
0.976914	1.7399758	94.24189	2.1569657	0.8842533	2.0
0.26853797	0.35003397	98.4366	0.698021	0.24680285	2.0
0.06943954	0.09531574	99.67567	0.103405595	0.056172237	2.0
0.5635967	0.654441	96.65055	1.6586095	0.4727975	2.0
0.14133473	0.1748263	99.27978	0.27910292	0.12495687	2.0
1.6276286	1.9002322	87.562195	7.5950546	1.3148868	2.0
0.8768721	1.022083	94.30103	3.0685728	0.7314452	2.0
0.31207561	0.33541316	98.847374	0.34087178	0.16426857	2.0
0.1517102	0.19918114	99.2032	0.3156758	0.13022438	2.0
0.07126121	0.12197801	99.61163	0.12618884	0.06893452	2.0
0.07460045	0.12802905	99.624985	0.10500024	0.06738756	2.0
0.07722598	0.1135309	99.58739	0.14889237	0.07296827	2.0
0.30466983	0.3555313	98.341385	0.7317099	0.26670617	2.0
0.13634129	0.20703112	99.35258	0.18781036	0.11623885	2.0
1.3422164	1.6998907	90.206406	5.6778917	1.0736037	2.0
0.2086862	0.2661615	98.85195	0.49405164	0.17915076	2.0
0.09712575	0.14288189	99.46572	0.20472793	0.08954306	2.0
0.70617694	0.5572808	2.1692944	95.992584	0.57467055	3.0
1.331373	1.4858836	89.81	6.197228	1.1755188	2.0
0.6865981	0.76987386	95.799225	2.1722052	0.5721	2.0
0.13086322	0.20411006	99.23595	0.30101904	0.12805484	2.0
0.09490644	0.12904334	99.47964	0.2063488	0.09006302	2.0
1.1828144	1.297063	91.24945	5.228878	1.0417979	2.0
0.6486029	0.53586274	2.0976164	96.15445	0.56346214	3.0
0.92954135	0.8096434	3.5064795	93.92867	0.8256692	3.0
0.98476624	0.876212	3.8814034	93.3698	0.8878158	3.0
0.26278716	0.21434852	0.6516798	98.64356	0.2276246	3.0
0.8863358	1.0300944	93.64319	3.6197152	0.82067007	2.0
0.2826427	0.23424415	0.7393595	98.494705	0.24904478	3.0
0.91466093	0.8261316	3.5991044	93.822296	0.8378125	3.0
0.15937576	0.13110012	0.3606732	99.208626	0.14021742	3.0
0.13797568	0.11618017	0.29671824	99.32558	0.12354009	3.0
0.11305855	0.09361912	0.23887388	99.45462	0.099829145	3.0
0.113710456	0.094296746	0.23324722	99.45739	0.10135871	3.0
0.11550945	0.094494805	0.24161597	99.446266	0.102114804	3.0
0.3094376	0.27334166	0.81937474	98.31879	0.27905762	3.0
0.0940261	0.07837135	0.18683377	99.55647	0.08429086	3.0
0.15979928	0.13537042	0.355741	99.20705	0.1420528	3.0
0.123595946	0.10219701	0.2680291	99.39613	0.11004775	3.0
0.1092001	0.090595074	0.22295085	99.47931	0.09795436	3.0
1.0690545	0.93534786	3.1294234	93.93503	0.931146	3.0
0.20897931	0.17076254	0.5003664	98.93647	0.1834223	3.0
1.0850525	1.0351977	4.6819305	92.165665	1.0321534	3.0
0.10887293	0.09310361	0.22894873	99.46957	0.09950999	3.0
0.074129246	0.06266643	0.14301214	99.652756	0.06743349	3.0
0.0677311	0.05729125	0.1286094	99.684944	0.061425857	3.0
0.058915697	0.049825333	0.10921061	99.72843	0.05361481	3.0
0.053297613	0.044940736	0.09701475	99.756226	0.04852261	3.0
0.05185185	0.043521073	0.093822524	99.76376	0.04704632	3.0
0.05310685	0.04436642	0.09639651	99.75808	0.048049185	3.0
0.05608471	0.046346348	0.10206085	99.74507	0.05043328	3.0
0.073917285	0.06038925	0.14042807	99.65955	0.06571369	3.0
0.3599047	0.3175078	0.99716765	98.00211	0.32330838	3.0
0.091805466	0.07503264	0.18148017	99.570076	0.08160528	3.0
0.44738516	0.39533493	1.310479	97.44599	0.4008112	3.0
0.1637574	0.13341829	0.3516782	99.20818	0.1429658	3.0
0.25083762	0.4282164	98.68987	0.42960164	0.20147674	2.0
1.1097175	1.3381082	91.914314	4.658657	0.9792083	2.0
0.46567753	0.5681958	97.14199	1.3989233	0.42521405	2.0
0.23111853	0.3422616	98.81479	0.42997292	0.1818577	2.0
0.52892256	0.43637395	1.6027931	96.9655	0.46640554	3.0
1.1400846	0.9721865	3.369201	93.518524	1.0000051	3.0
0.32095245	0.38469887	98.08317	0.90539306	0.30578688	2.0
0.63706404	0.76795787	95.76034	2.2341485	0.6004897	2.0
0.41708755	0.3463526	1.1478516	97.72413	0.36458266	3.0
0.60823166	0.95119363	95.78188	1.9997967	0.65889055	2.0
1.0462023	1.1844949	92.389946	4.416258	0.96309876	2.0
