99.99348	0.0018081915	0.0016945389	0.0014978758	0.001532822	0
99.995056	0.0013623976	0.0012839637	0.0011724009	0.0011301411	0
99.995094	0.0013547452	0.0012747197	0.0011676555	0.0011074252	0
99.995094	0.0013606017	0.001272636	0.0011649936	0.0011017234	0
99.99507	0.0013749289	0.0012796754	0.0011713775	0.0011066034	0
99.995	0.0013959294	0.0012956017	0.001186475	0.0011190221	0
99.99495	0.0014118626	0.0013089599	0.0011997073	0.001128621	0
99.99492	0.0014219497	0.0013176505	0.0012082383	0.0011342381	0
99.99489	0.0014330661	0.0013276215	0.0012185047	0.0011415455	0
99.994835	0.0014442105	0.0013376417	0.001228741	0.001149141	0
99.99481	0.0014540754	0.0013466083	0.0012373734	0.0011558563	0
99.99478	0.0014625862	0.0013540366	0.0012444792	0.0011619285	0
99.99476	0.0014685893	0.0013586545	0.001248632	0.0011659408	0
99.99472	0.001481225	0.0013661701	0.0012574873	0.0011759048	0
99.99473	0.001476452	0.0013647632	0.0012616477	0.0011702979	0
99.9947	0.0014828116	0.0013711258	0.0012700581	0.0011753151	0
99.994675	0.0014886287	0.0013760431	0.0012750846	0.0011800725	0
99.99466	0.0014959887	0.0013823605	0.0012797385	0.0011848278	0
99.99464	0.0015032922	0.0013883408	0.0012851638	0.0011901348	0
99.99461	0.0015081561	0.0013920517	0.0012883149	0.0011929813	0
99.99458	0.0015181984	0.0014005724	0.001296449	0.0012000666	0
99.99456	0.0015272422	0.0014080934	0.0013020007	0.0012067033	0
99.994514	0.0015402739	0.0014193284	0.001310819	0.0012162832	0
99.994484	0.0015535036	0.0014309698	0.0013188113	0.0012267065	0
99.99443	0.0015667035	0.0014427382	0.001327235	0.0012369386	0
99.99437	0.0015827538	0.0014555146	0.0013392547	0.0012507966	0
99.99434	0.0015962089	0.0014656769	0.0013490155	0.0012627877	0
99.99426	0.001614154	0.0014836333	0.0013652635	0.0012736421	0
99.99419	0.0016363516	0.0015030912	0.0013873656	0.0012918668	0
99.9941	0.0016557864	0.001519959	0.0014076199	0.0013076286	0
99.99403	0.0016763506	0.001539679	0.0014307165	0.0013180954	0
99.99407	0.0016652928	0.0015326352	0.0014246997	0.00130488	0
99.99408	0.0016636435	0.0015319089	0.001423454	0.0013033005	0
99.99403	0.0016806598	0.0015462423	0.001431048	0.0013166742	0
99.99396	0.0017006294	0.0015636726	0.0014395654	0.0013306878	0
99.99386	0.0017364137	0.0015952311	0.0014610733	0.0013573642	0
99.99369	0.0017834085	0.0016358088	0.0014943813	0.0013921981	0
99.9935	0.0018410411	0.001685191	0.0015370906	0.0014344099	0
99.99331	0.0018987966	0.0017344304	0.0015802475	0.001477931	0
99.993	0.0019968767	0.0018142653	0.0016380822	0.0015507989	0
99.99265	0.0021056551	0.0019017685	0.0017086875	0.0016300712	0
99.992386	0.0021819114	0.0019696793	0.0017735955	0.0016864318	0
99.992065	0.002272657	0.0020550073	0.0018658148	0.0017550883	0
99.99161	0.002393052	0.002167324	0.0019825425	0.00184691	0
99.9906	0.0026910123	0.002425936	0.0022271154	0.0020670495	0
