W	N1	N2	N3	R	anotaciones
99.99018	0.0027423063	0.0024933724	0.0022354631	0.0023443142	0
99.9918	0.0022972447	0.002069847	0.0018815199	0.0019487507	0
99.9921	0.00221727	0.0020008476	0.001807052	0.001861581	0
99.99193	0.0022750662	0.0020558625	0.0018453724	0.0018837713	0
99.9915	0.0024131297	0.0021778187	0.0019413792	0.0019672506	0
99.990875	0.0026158884	0.0023492598	0.002078567	0.0020918697	0
99.98993	0.0029151514	0.002597109	0.002279256	0.0022813191	0
99.989044	0.0031910192	0.0027996092	0.002489938	0.0024782121	0
99.98759	0.0036574318	0.003173825	0.0027942092	0.0027895125	0
99.98448	0.0046589784	0.003940391	0.0034341796	0.0034698588	0
99.97909	0.006438057	0.0052670673	0.0045583444	0.0046415785	0
99.975586	0.007573556	0.0061463257	0.0053020385	0.0053906604	0
99.96106	0.012574335	0.009670333	0.008188696	0.008506496	0
99.94755	0.0173068	0.012989907	0.010841751	0.011314081	0
99.78906	0.07970115	0.049035646	0.039449893	0.04275222	0
99.84017	0.058061413	0.038074445	0.030778797	0.032912176	0
99.8139	0.06799542	0.04475917	0.035646975	0.037698474	0
99.51184	0.1969003	0.112003	0.087307535	0.09194832	0
98.97026	0.43368495	0.23958153	0.17588192	0.18059139	0
98.78029	0.51834404	0.28637886	0.20506209	0.20992297	0
98.25751	0.7497754	0.42101592	0.28677344	0.28491858	0
99.35724	0.2655329	0.14755315	0.10968314	0.119985804	0
99.838326	0.05883528	0.040573295	0.03068081	0.031587183	0
99.736534	0.10017591	0.06235935	0.04860121	0.052324455	0
99.153694	0.36300588	0.18804638	0.14120428	0.15404029	0
97.954926	0.92240256	0.47176751	0.32374173	0.32716697	0
95.15977	2.3867126	1.0749248	0.6880702	0.69052505	0
90.375435	5.0655966	2.1166043	1.2133476	1.2290161	0
85.11876	8.062981	3.3918307	1.7070692	1.7193567	0
82.350365	9.405277	4.3268337	1.9876076	1.9299172	0
4.1447845	91.91969	1.8161362	1.027812	1.0915699	1
98.61934	0.55600995	0.36471593	0.23012729	0.22980368	0
98.82691	0.49730492	0.2730043	0.19582774	0.20695676	0
99.23328	0.3109649	0.18189633	0.13324313	0.14062685	0
99.00259	0.41500825	0.23456174	0.1691951	0.1786438	0
98.21694	0.7883965	0.40681338	0.28507605	0.3027663	0
97.62916	1.0404457	0.5822145	0.37007788	0.37811086	0
1.6968346	96.21153	0.95966524	0.52192736	0.6100343	1
1.0483799	97.42735	0.72020364	0.36798358	0.4360873	1
0.72117525	97.837265	0.7438564	0.3227754	0.3749243	1
1.4366616	95.45441	1.7649729	0.6342702	0.7096993	1
99.39834	0.21671906	0.16688673	0.11431446	0.10374706	0
2.2130208	95.18267	1.2053804	0.6565107	0.74242175	1
0.58714384	98.28505	0.56252	0.26091373	0.30437768	1
0.6381217	97.74605	0.8718944	0.33816758	0.40576836	1
1.7908852	91.20098	4.3790755	1.2493415	1.379708	1
3.7144468	73.39916	16.30503	3.348913	3.232444	1
0.66392857	1.5891929	95.65703	1.4177252	0.6721349	2
0.16435911	0.31328863	99.02934	0.2996755	0.19334018	2
0.12122738	0.20882238	99.29566	0.2329516	0.14133115	2
0.13995017	0.2152971	99.20352	0.2882303	0.152992	2
0.0926422	0.14059535	99.4771	0.19444458	0.095221646	2
0.06421257	0.09608437	99.6498	0.12479555	0.06510547	2
0.07346183	0.10450909	99.599396	0.14980565	0.072826706	2
0.066467635	0.10408954	99.63072	0.13112335	0.0675981	2
0.27677223	0.34723705	98.3881	0.7184805	0.2694065	2
0.12376805	0.16678292	99.31663	0.27354336	0.11928136	2
0.16201313	0.3272715	99.03911	0.31506416	0.15653999	2
0.18559027	0.2682257	98.90722	0.45326474	0.18569377	2
0.13589336	0.17417838	99.24868	0.31302345	0.12822905	2
0.1483638	0.215356	99.1286	0.36043677	0.14723723	2
0.48378202	0.5682023	96.97835	1.5144153	0.45524612	2
0.13596913	0.18195121	99.235504	0.31742886	0.12914813	2
0.308818	0.41774943	98.139725	0.83959645	0.2941222	2
0.766859	0.87831795	94.86803	2.7877018	0.69909036	2
1.1654602	1.3208156	91.347115	5.104868	1.0617377	2
0.55847776	0.8231676	96.06772	1.9978696	0.5527724	2
1.0740635	0.9898126	4.291135	92.70785	0.9371333	3
1.5156468	1.9515587	86.91604	8.150332	1.4664233	2
1.7546866	1.71334	9.771038	85.178986	1.581953	3
0.47772014	0.43151882	1.4410675	97.22756	0.42213434	3
0.37980136	0.34364137	1.0645119	97.879395	0.3326417	3
0.8445713	0.8398831	3.1744525	94.34184	0.79924434	3
0.28578675	0.2639318	0.7555311	98.43897	0.2557739	3
0.17801796	0.16106997	0.41608033	99.08689	0.1579383	3
0.15966177	0.14576817	0.36482456	99.187294	0.14245391	3
0.07100139	0.064331874	0.13996392	99.660164	0.06453867	3
0.05417787	0.049060915	0.10219039	99.745094	0.04947833	3
0.043521482	0.039262626	0.07911094	99.79838	0.039726645	3
0.03838573	0.03456219	0.068430744	99.82358	0.035046045	3
0.033487428	0.029564943	0.055917386	99.850105	0.030921848	3
0.0321117	0.028515503	0.053409602	99.85626	0.029697884	3
0.022453677	0.019875908	0.035575546	99.90132	0.02077799	3
0.019836696	0.017563183	0.03089738	99.9134	0.018307505	3
0.018118158	0.01605025	0.02787689	99.921265	0.016693536	3
0.016727941	0.014824459	0.025461571	99.9276	0.015389221	3
0.015030196	0.013440579	0.022997305	99.9346	0.013929354	3
0.013490519	0.012046937	0.020312447	99.941696	0.012459557	3
0.013127866	0.011512755	0.019681768	99.94391	0.01176661	3
0.011444457	0.010230272	0.01686103	99.95091	0.010555391	3
0.010852786	0.009677369	0.015817778	99.95368	0.009971271	3
0.0107419165	0.009688211	0.015765078	99.95387	0.00993748	3
0.0099510215	0.00887221	0.014311302	99.95775	0.009122311	3
0.009661539	0.008617342	0.013834872	99.95904	0.008850558	3
0.009392602	0.008367407	0.013375554	99.96027	0.008586563	3
0.009172185	0.008165021	0.01301007	99.96127	0.00837377	3
0.008996605	0.008000155	0.012713624	99.96208	0.008200224	3
0.008852754	0.007870178	0.012480376	99.96274	0.008063714	3
0.008717996	0.007752902	0.012271197	99.96332	0.0079408875	3
0.008593355	0.0076337988	0.01206161	99.9639	0.007818888	3
0.008489481	0.007541695	0.011896909	99.964355	0.007721508	3
0.008395516	0.0074570244	0.011746059	99.96477	0.0076303775	3
0.008327435	0.0073896227	0.011627236	99.9651	0.00755809	3
0.008262663	0.007336343	0.011528408	99.96538	0.0074982	3
0.00820934	0.0072883987	0.011440847	99.965614	0.0074444097	3
0.008170159	0.0072512412	0.011371831	99.965805	0.007401298	3
0.008125946	0.007213069	0.011299566	99.966	0.0073575573	3
0.008089262	0.007181097	0.011238373	99.96617	0.007320597	3
0.008041142	0.0071459706	0.011168606	99.96636	0.0072777295	3
0.008012623	0.007118704	0.011117135	99.96651	0.0072447183	3
0.007998053	0.0071021654	0.011084158	99.9666	0.007223432	3
0.007968803	0.007083588	0.011042734	99.966705	0.0071971705	3
0.0079567395	0.0070718285	0.011017896	99.966774	0.0071802926	3
0.007948587	0.0070649832	0.011000411	99.96681	0.007167709	3
0.007943946	0.0070614466	0.010988724	99.96684	0.0071587246	3
0.007938805	0.007061302	0.010980997	99.966866	0.0071514333	3
0.007960346	0.007077965	0.0110051725	99.96679	0.0071628625	3
0.00799356	0.0071039787	0.011045979	99.96667	0.0071845525	3
0.008032307	0.00713829	0.011100228	99.966515	0.007214373	3
0.008078542	0.007181657	0.011170358	99.96631	0.0072526718	3
