W	N1	N2	N3	R	anotaciones
99.98893	0.003150192	0.0028209242	0.0024921098	0.0026075044	0
99.99101	0.00256703	0.002282564	0.0020562385	0.0020896764	0
99.99168	0.0023856582	0.0021232069	0.0019018804	0.0019203187	0
99.99159	0.0024141367	0.0021479125	0.0019124091	0.001925515	0
99.99124	0.0025290032	0.0022487408	0.001988625	0.0020006946	0
99.990746	0.0026833294	0.0023812538	0.0020938907	0.002104036	0
99.9901	0.0028797984	0.0025454238	0.0022312484	0.0022392126	0
99.98909	0.0031963794	0.0028067783	0.0024391152	0.002467863	0
99.98869	0.0033171447	0.0029180094	0.00252468	0.0025473598	0
99.98768	0.0036359965	0.0031793702	0.0027466663	0.002761129	0
99.98535	0.0043923594	0.0037467987	0.0032305554	0.0032775132	0
99.9829	0.0051797256	0.0043707187	0.0037469803	0.003793881	0
99.9808	0.005857233	0.004887257	0.004208618	0.004240055	0
99.970894	0.009208483	0.0072970004	0.006239825	0.0063613313	0
99.94168	0.01953819	0.014246882	0.012001169	0.012539286	0
99.75718	0.09026414	0.05831086	0.04523897	0.049002197	0
98.145485	0.8504591	0.39723906	0.28571668	0.32109153	0
98.10621	0.86073893	0.41768938	0.29597825	0.31937963	0
99.8295	0.061200175	0.041796196	0.032728333	0.034783255	0
99.764175	0.08897068	0.05509097	0.044345587	0.047420464	0
99.81824	0.06641356	0.04479154	0.03490124	0.035647936	0
99.113106	0.38692585	0.19390838	0.14718196	0.15888077	0
99.95535	0.014615027	0.011453081	0.009319374	0.009263835	0
99.97118	0.00909515	0.0073247124	0.0062352223	0.006172845	0
99.97415	0.008091955	0.006640261	0.005629096	0.0054863226	0
99.968605	0.010030343	0.007829495	0.0067335567	0.0067924033	0
99.969604	0.009664103	0.0076910504	0.006539772	0.006504258	0
99.95453	0.014952921	0.011293439	0.009555872	0.009673422	0
99.91942	0.027048144	0.020171857	0.016260091	0.017104693	0
99.87857	0.042159267	0.029980129	0.023826873	0.025460433	0
99.89124	0.037225466	0.026904993	0.021738699	0.022879224	0
99.82297	0.06329831	0.042939346	0.034220256	0.036586914	0
97.92478	0.9668807	0.42914724	0.32129186	0.35789907	0
99.41413	0.23442876	0.13620573	0.10341932	0.11181742	0
98.25795	0.79701316	0.3699502	0.2725672	0.3025281	0
0.83769643	97.91062	0.58862936	0.29720232	0.3658537	1
0.37531772	98.97418	0.30398795	0.16071603	0.18579727	1
0.37725788	98.85012	0.3889935	0.17472546	0.20890655	1
0.92633945	97.30245	0.96026313	0.38184318	0.42909682	1
99.32841	0.26748177	0.162745	0.119080804	0.12228375	0
95.58225	2.198837	0.91604245	0.616294	0.6865656	0
2.2098086	95.36551	1.1073389	0.5846878	0.73264587	1
0.41060075	98.78822	0.40271735	0.18191463	0.21653879	1
0.35365793	98.88983	0.38296673	0.1672432	0.20630194	1
1.6303865	93.787674	2.7447195	0.98806655	0.84915143	1
1.1010332	96.53627	1.3446406	0.48142895	0.53662586	1
0.7135633	97.67943	0.88610554	0.3241287	0.3967771	1
2.0412447	88.95603	6.0279145	1.3598789	1.6149302	1
0.26559237	0.5759972	98.446465	0.44846725	0.26347685	2
0.25319895	0.46728396	98.58577	0.45746666	0.23628262	2
0.13903181	0.25856867	99.19715	0.2499345	0.15531315	2
0.073492475	0.1295962	99.607796	0.11459179	0.07453094	2
0.06832574	0.09871806	99.646126	0.12045286	0.066376165	2
0.049430605	0.076311246	99.75313	0.07356204	0.04756756	2
0.03824912	0.05244954	99.81321	0.060268886	0.035824664	2
0.059404112	0.08921451	99.69945	0.09562861	0.05630857	2
0.13592376	0.20741054	99.27632	0.25345433	0.12689637	2
0.08696852	0.14783275	99.53579	0.14508699	0.084322385	2
0.100559846	0.16059694	99.47444	0.16831231	0.096088044	2
0.11198442	0.17093271	99.45851	0.16237041	0.096198626	2
99.7011	0.09515039	0.09068246	0.057527516	0.05552861	0
0.6940483	98.1686	0.57706225	0.24944271	0.31084594	1
2.1005116	91.1494	4.436541	1.0408021	1.2727529	1
99.6342	0.12914744	0.101481095	0.068892844	0.066280104	0
0.331295	99.07785	0.2831098	0.13688461	0.17086597	1
0.3389889	98.76315	0.48170975	0.18716386	0.22898959	1
0.46698144	98.33396	0.66042084	0.2372579	0.30137146	1
0.67066693	98.14734	0.6121615	0.24711257	0.3227126	1
0.7718794	2.2485592	95.28008	0.9951548	0.70432216	2
0.22816299	0.53215396	98.691414	0.32125393	0.22701053	2
0.092061676	0.17649284	99.51699	0.123596765	0.090858854	2
0.031013131	0.04712408	99.84641	0.045492727	0.029963125	2
0.024102768	0.03527255	99.88187	0.035328314	0.023437891	2
0.027263107	0.04273119	99.864784	0.038361866	0.026858728	2
0.022267073	0.03425786	99.89099	0.03092167	0.021554649	2
0.020569868	0.031523544	99.898315	0.029371023	0.020223593	2
0.023978777	0.03166532	99.88312	0.03839654	0.022839723	2
0.029291403	0.040454317	99.85747	0.04479859	0.027985446	2
0.020326816	0.030189529	99.899765	0.029847361	0.019873602	2
0.028436922	0.037191655	99.85995	0.047482252	0.026943896	2
0.026857661	0.03510794	99.86858	0.04417599	0.025274254	2
0.046521477	0.061627984	99.7669	0.08109574	0.04385273	2
0.03900893	0.05400342	99.799385	0.06978536	0.03781586	2
0.38141736	0.4504065	97.77593	1.0489889	0.3432532	2
0.11122608	0.14664643	99.40378	0.23346907	0.104878135	2
0.42948493	0.501722	97.39465	1.2865841	0.38755605	2
0.31511927	0.40126526	98.154205	0.8356553	0.29375505	2
1.052286	1.2421293	92.436134	4.2824216	0.98702365	2
1.1175823	1.0039426	4.1811867	92.74018	0.95711005	3
2.2022073	2.5916605	79.65982	13.424807	2.1215115	2
1.1878488	1.0762637	4.5458655	92.172005	1.0180161	3
0.6672384	0.59353167	2.0565703	96.114075	0.56857896	3
1.0358095	0.96173275	3.8850825	93.21581	0.9015661	3
0.48453063	0.43543056	1.3708202	97.29216	0.4170543	3
0.3983996	0.3553945	1.0659305	97.83701	0.3432577	3
0.5555031	0.5032779	1.6354293	96.826065	0.47972924	3
0.27376637	0.24533316	0.66683835	98.57583	0.23822512	3
0.23806961	0.21288288	0.5568767	98.78578	0.20639072	3
0.25585642	0.23109128	0.61747634	98.67309	0.22249326	3
0.19248183	0.17275847	0.43148977	99.034676	0.16859195	3
0.17897029	0.16020225	0.3952277	99.10886	0.15674238	3
0.16321243	0.14515318	0.3537564	99.195366	0.14250839	3
0.15964822	0.1419729	0.3448991	99.21433	0.13914411	3
0.15440147	0.13712129	0.3312888	99.24281	0.13437544	3
0.14718294	0.13009806	0.31178674	99.2832	0.12772784	3
0.154066	0.13604432	0.32954377	99.24732	0.13302764	3
0.1508259	0.13153678	0.31780323	99.27093	0.12891053	3
0.18287344	0.15725721	0.39564595	99.111046	0.1531845	3
0.36470082	0.31594035	0.90975475	98.11344	0.29616	3
1.1000693	2.1997077	92.766426	2.9891427	0.9446509	2
0.77122283	1.4032645	94.65428	2.464169	0.70706224	2
0.8336979	0.78158176	2.9781275	94.66977	0.7368228	3
0.60085195	0.5580345	1.8943968	96.42157	0.52514994	3
0.3498805	0.31773284	0.92398375	98.10338	0.30502063	3
0.24289757	0.2183163	0.58253586	98.74551	0.21074554	3
0.19371249	0.17656009	0.45002884	99.009254	0.17044629	3
0.1638127	0.14859943	0.36382416	99.17898	0.14479177	3
