N1	N2	N3	R	W	anotacion
0.6327441408388017	0.8630981475388518	0.3113307095703535	0.244174549991055	97.94865245206094	0
1.138296600581687	0.9444302678665475	0.03627657266281784	1.1800727855593984	96.70092377332954	0
0.3654720835887118	0.18774430416816187	0.011163087540161366	0.1419161965965368	99.29370432810643	0
0.40388740395171097	0.22553860936243525	0.010517900574797102	0.2209144323373385	99.13914165377372	0
2.0131443269782943	0.4724558195352744	0.003229865921514434	0.42392204448832493	97.0872479430766	0
0.18351794727385962	0.07397584361207761	0.09545818059150765	0.07378372810103696	99.57326430042151	0
1.7410064733360116	0.4008969075540679	0.0484452225569352	0.22772368506169868	97.5819277114913	0
0.3627134090760942	0.0727164970434486	0.006657982550591125	0.1112701130695876	99.44664199826029	0
0.744291353689577	0.17868982626283514	0.0061051709379423445	0.09292597162185909	98.9779876774878	0
1.55743946205312	0.3982428220885719	0.0014539900401021129	0.8938887576485137	97.1489749681697	0
7.1422267166552675	0.5765066289049199	1.7324338746307897e-06	1.4733392991352334	90.8079256228707	0
0.8673714128206484	0.09862721250406203	1.6762619009385367e-06	0.15885749627660076	98.87514220213677	0
7.6434486375085795	0.5654058945454447	0.011441245458777049	1.261732026046575	90.51797219644064	0
4.38765031858788	0.6492745221920538	0.000705476304460866	0.591909261726978	94.37046042118862	0
1.9769382877111643	0.29992463074293046	0.010510388093919232	0.2515232486901181	97.46110344476186	0
1.855020837905739	0.26752856254849544	0.0026177399927447137	0.7627554141482122	97.11207744540482	0
7.415306889609798	0.9849248145179293	0.006661931805527614	0.18440391802524822	91.40870244604149	0
3.3642142900411205	0.8749318403094212	0.025736520312685487	0.06113373992627983	95.67398360941051	0
2.8749173322372124	1.0422295190430813	0.09130073217123559	0.048714071585291376	95.94283834496318	0
1.860814708164979	1.7292372387172084	0.1956718335353067	0.1671548796414313	96.04712133994107	0
1.0888300694872577	1.0639631816083508	1.061151953976004	0.16886825459286264	96.61718654033552	0
1.7880248348303893	3.0867889563975424	2.161250709439029	0.5008513440108885	92.46308415532215	0
