99.99312	0.0019451447	0.0017164472	0.0015212661	0.0016984562	0
99.99347	0.0017587979	0.0017274126	0.0015713067	0.0014747691	0
99.99398	0.0016881353	0.0015584638	0.0013450704	0.0014315207	0
99.99416	0.0016400669	0.0015116021	0.0013095504	0.001363566	0
99.99401	0.0017008292	0.0015538657	0.0013403388	0.0013863974	0
99.994125	0.0016673037	0.0015271776	0.001325477	0.0013481961	0
99.994255	0.0016355661	0.0014908384	0.0012983183	0.0013239187	0
99.99424	0.0015904972	0.0015073216	0.0013732299	0.0012884062	0
99.994125	0.0016218427	0.0015444533	0.0014116641	0.0013025355	0
99.99451	0.0015660583	0.0014166433	0.0012607685	0.0012396845	0
99.99463	0.0015253436	0.0013877902	0.0012464906	0.0012058459	0
99.99462	0.0015354742	0.001392295	0.001252158	0.0012116663	0
99.99427	0.0015815685	0.0014932562	0.0013838711	0.0012760503	0
99.994644	0.0015228188	0.0013885623	0.0012532197	0.0011934636	0
99.99459	0.0015368355	0.0013975258	0.0012632697	0.0012024674	0
99.99444	0.0015934419	0.0014350383	0.0012994448	0.0012371402	0
99.99429	0.0015715023	0.0014743892	0.001385205	0.0012694106	0
99.9943	0.0015715343	0.001471834	0.0013835446	0.0012648003	0
99.99449	0.0015746417	0.0014293906	0.0012883022	0.0012164149	0
99.9945	0.0015719006	0.001430177	0.0012890938	0.0012139174	0
99.99446	0.0015818934	0.0014391878	0.0012972755	0.0012209329	0
99.99435	0.0016198416	0.0014690332	0.001319313	0.0012462928	0
99.99426	0.0016466368	0.0014914129	0.0013390325	0.0012608758	0
99.99409	0.0017004444	0.001533955	0.0013770821	0.0012978856	0
99.99392	0.0017609405	0.0015787435	0.0013881889	0.0013497035	0
99.99392	0.0017623408	0.0015797237	0.0013877291	0.0013527324	0
99.99417	0.0016779548	0.0015156581	0.0013389946	0.0012975704	0
99.99435	0.0016165228	0.0014632357	0.001327914	0.001244714	0
99.99429	0.0016320535	0.0014739812	0.001338317	0.0012532573	0
99.99397	0.0016758972	0.0015617936	0.0014769721	0.0013182752	0
