W	N1	N2	N3	R	anotaciones
99.98631	0.003950026	0.0034651614	0.0030009744	0.0032638211	0
99.98753	0.0036142953	0.0031746703	0.0027571016	0.0029292605	0
99.98752	0.0036479724	0.0032032717	0.0027504521	0.00289329	0
99.98868	0.003331398	0.0029015576	0.0024684942	0.0026314699	0
99.98632	0.0041080797	0.0034935952	0.0029663448	0.0031102928	0
99.98383	0.0049030255	0.0040766443	0.0034648555	0.0037078196	0
99.98207	0.0054905666	0.004538253	0.0038530116	0.0040552444	0
99.98319	0.0050959233	0.004279094	0.0036437018	0.0037804202	0
99.98064	0.0059365546	0.0049189357	0.0041703526	0.00432842	0
99.97787	0.006849965	0.0056046695	0.004770498	0.0049074288	0
99.96986	0.009564508	0.007577749	0.00643732	0.0065588355	0
99.891594	0.037352696	0.026772048	0.021237858	0.023035435	0
99.746635	0.0943402	0.060402438	0.046451036	0.052167207	0
99.75931	0.088559106	0.057879176	0.044655286	0.04960436	0
99.41596	0.23218253	0.1361102	0.101086274	0.11466731	0
96.84483	1.5067344	0.6565518	0.45791864	0.53395873	0
95.47632	2.244626	0.92047036	0.6307262	0.727862	0
96.91816	1.4887338	0.62717915	0.45225877	0.51366013	0
94.57635	2.812358	1.046413	0.74012935	0.82474935	0
2.8620045	93.93231	1.3369309	0.8269782	1.0417751	1
1.8142186	95.59006	1.1873034	0.65150607	0.7569041	1
1.7329576	95.72956	1.1895233	0.6176993	0.7302639	1
1.2903618	96.82123	0.8824269	0.46927682	0.53671247	1
1.2922255	96.888275	0.843817	0.4430006	0.5326766	1
1.2390221	96.98774	0.8360674	0.42032847	0.51684946	1
1.8604007	95.60968	1.2407929	0.58433527	0.70480156	1
75.50247	13.999866	5.3173246	2.5516522	2.6286805	0
2.21363	95.25417	1.1318486	0.6275074	0.77283806	1
0.5462178	98.586006	0.38610235	0.20889568	0.27278876	1
0.37953848	98.91797	0.3255175	0.1595578	0.21741973	1
0.50091374	98.4879	0.50055516	0.2151918	0.29543757	1
10.270607	82.53276	3.2546859	1.7873023	2.1546445	1
0.49709174	98.29551	0.6283329	0.2505016	0.32856247	1
0.7253074	97.88418	0.70287466	0.28174743	0.4058914	1
0.5761585	98.334785	0.5351384	0.23840716	0.3155088	1
0.99096644	95.409775	2.1162784	0.63463163	0.84835476	1
0.085888885	0.16037405	99.55746	0.109360784	0.08691822	2
0.028203696	0.042517956	99.86032	0.04052885	0.028430333	2
0.021277169	0.03049024	99.89627	0.030532869	0.021431617	2
0.022594646	0.030763518	99.8895	0.03476763	0.022368187	2
0.047628388	0.07974677	99.75562	0.07070583	0.04629971	2
0.022791889	0.03159458	99.887886	0.03526945	0.022461751	2
0.026150737	0.034080733	99.87235	0.042172372	0.025241397	2
0.029812738	0.041872907	99.851074	0.048621293	0.02862453	2
0.03490731	0.047010563	99.82541	0.059595063	0.03307622	2
0.026809176	0.03839946	99.8665	0.042573527	0.025715576	2
0.05455666	0.07702919	99.71422	0.10147421	0.052721106	2
0.051565293	0.06965466	99.73389	0.09475455	0.05014065	2
0.22900213	0.27680084	98.77519	0.51294684	0.20605023	2
0.028489353	0.038285792	99.85817	0.047304645	0.027747389	2
0.03395708	0.046796396	99.828735	0.058622785	0.031885646	2
0.0665049	0.090094514	99.650505	0.12968494	0.063212305	2
0.059833266	0.07804625	99.68663	0.11744369	0.058042876	2
0.10987899	0.13993642	99.404884	0.24276073	0.1025469	2
0.88999176	1.0824635	94.17227	3.0558753	0.7994053	2
2.6401405	2.7515862	74.23824	18.031702	2.3383203	2
0.10192961	0.14534031	99.427704	0.22482198	0.1002063	2
0.09886177	0.12821504	99.46525	0.21500313	0.0926718	2
0.124429666	0.16583765	99.30141	0.28932568	0.11900595	2
0.37656584	0.46733412	97.69006	1.116861	0.34917533	2
1.3453703	1.1687421	5.8126454	90.51499	1.158244	3
0.36513907	0.49074158	97.67417	1.1169777	0.35296848	2
1.2911983	1.1700875	5.6759872	90.72903	1.1337022	3
2.3661532	2.3176525	16.506716	76.62588	2.1835992	3
1.0163884	1.3001611	92.27372	4.4386616	0.97107536	2
0.5885837	0.5155302	1.8813925	96.50226	0.5122323	3
1.4656076	1.3988698	7.28499	88.51027	1.3402659	3
0.24836205	0.21084857	0.61920273	98.704445	0.21713923	3
0.2293287	0.19339174	0.5569817	98.82081	0.19948606	3
0.89545196	0.8251556	3.437533	94.03602	0.805846	3
0.20549737	0.17450061	0.48968786	98.949745	0.1805697	3
0.16211775	0.13591856	0.36201936	99.19811	0.14183015	3
0.21363527	0.17654797	0.4940057	98.93185	0.18395947	3
4.0567408	2.777007	10.158799	80.722176	2.2852745	3
99.75822	0.06435533	0.074111484	0.060457252	0.042863056	0
98.78136	0.49151728	0.31010267	0.22337441	0.19365937	0
1.1898056	3.6441028	92.84345	1.3999093	0.9227248	2
0.431753	1.037207	97.45302	0.71111846	0.36690447	2
0.4528937	0.94099146	97.21251	1.0020568	0.391539	2
0.20307072	0.36381593	98.94487	0.3277281	0.1605226	2
0.106053784	0.16794576	99.45888	0.17694445	0.0901736	2
0.16655143	0.2717566	99.2089	0.22671418	0.12607768	2
99.75139	0.071590476	0.07991837	0.053765483	0.043336533	0
89.993576	5.5606985	2.0142665	1.2311707	1.200291	0
2.3096468	93.6666	2.3346138	0.8347468	0.85439634	1
0.3380829	0.6935644	98.23366	0.47759688	0.2570981	2
0.09464083	0.16051526	99.516136	0.14832991	0.08038007	2
0.08526868	0.12700571	99.571304	0.1424705	0.07394984	2
4.013459	89.405655	3.9982572	1.2448717	1.3377571	1
0.3811843	0.65146536	97.76163	0.89196634	0.31376445	2
0.06358672	0.08981168	99.68556	0.10675215	0.054287754	2
0.03313523	0.051711693	99.83489	0.04901135	0.03125289	2
0.05192356	0.09403665	99.73491	0.06700029	0.052126132	2
0.021675352	0.03298063	99.89417	0.030105172	0.021071322	2
0.021722963	0.03276791	99.89227	0.031967517	0.021269443	2
0.023726342	0.035111398	99.880424	0.037223294	0.023511948	2
0.024848795	0.037116215	99.87497	0.038825814	0.02423134	2
0.03746278	0.061641574	99.80124	0.061630253	0.038024306	2
0.024644602	0.03403219	99.88178	0.036633205	0.022904366	2
0.020278111	0.027283005	99.903175	0.030252684	0.019019838	2
0.026119323	0.033606917	99.87532	0.040677357	0.024277987	2
0.028693225	0.037374903	99.8617	0.04546495	0.026761197	2
0.026031785	0.035520922	99.87273	0.04126883	0.024460126	2
0.029028071	0.043765254	99.85449	0.04464145	0.028079651	2
0.05595089	0.07477332	99.71481	0.10165635	0.05280508	2
0.55497634	0.4645111	1.6452335	96.86551	0.4697667	3
0.20325649	0.25920188	98.93029	0.42156512	0.18568991	2
11.216137	4.469017	71.13469	10.486816	2.693351	2
99.911736	0.02467418	0.026075812	0.020664625	0.016859096	0
99.95365	0.013071506	0.012814002	0.011086646	0.009372107	0
99.96241	0.010801135	0.010201944	0.008897472	0.0076765907	0
99.96213	0.011018884	0.010246476	0.008888367	0.0077231866	0
99.95224	0.014229553	0.012990672	0.010951329	0.009587126	0
99.93475	0.020058589	0.017794112	0.014372227	0.013028081	0
97.99427	0.9091735	0.46222046	0.31604886	0.31827864	0
5.3441634	70.61159	18.588276	2.5697148	2.8862624	1
95.5297	2.1611276	1.0436776	0.627037	0.6384556	0
1.2235978	95.427635	2.0390925	0.61602837	0.69364727	1
0.6050009	1.6492326	96.49979	0.6959823	0.54998815	2
1.3044729	94.48053	2.6776915	0.68352574	0.8537781	1
0.07280877	0.10975903	99.645096	0.11178595	0.060545955	2
0.029995158	0.044865947	99.86115	0.03695556	0.027038975	2
0.031225871	0.047066532	99.85312	0.040137388	0.028444966	2
0.04815138	0.06799538	99.77704	0.063764565	0.043054335	2
94.4283	2.602148	1.4755094	0.73635745	0.75768137	0
0.6768523	97.50338	1.0352339	0.3481698	0.4363657	1
0.11098546	0.18461227	99.4659	0.15003553	0.08846849	2
0.03406357	0.05202396	99.839645	0.04407551	0.030191796	2
0.042093124	0.057858746	99.81019	0.054489966	0.03536344	2
0.024721568	0.033911828	99.88402	0.034745626	0.022604365	2
0.020987581	0.02949511	99.90217	0.028121833	0.019233258	2
0.023973094	0.0320637	99.89199	0.029973708	0.021999102	2
0.022413047	0.030692542	99.89631	0.029860344	0.020720463	2
0.022593267	0.030821024	99.89673	0.029660486	0.020199765	2
0.026886797	0.036650777	99.87571	0.036373198	0.024383355	2
0.12767361	0.17485423	99.46963	0.12871607	0.09913313	2
0.10268546	0.17876041	99.524216	0.10841725	0.08592397	2
0.02848211	0.041331373	99.869	0.035920154	0.025260422	2
0.024143623	0.033171445	99.89022	0.030645853	0.021820586	2
0.030096477	0.042911228	99.861855	0.03768767	0.027451953	2
0.064791866	0.097458266	99.70448	0.07590926	0.05735818	2
99.617256	0.11071942	0.12690645	0.07560148	0.06951856	0
1.4114593	95.052925	2.1328897	0.64480966	0.7579239	1
3.6974788	86.51966	6.459603	1.547511	1.7757452	1
0.4196791	0.6527839	98.212105	0.42781243	0.28761098	2
98.889694	0.4122216	0.32417247	0.18681082	0.18710092	0
99.86215	0.043954678	0.03879684	0.027597766	0.02749985	0
99.807045	0.06609162	0.051192172	0.036582563	0.039092716	0
96.33125	1.788581	0.7915562	0.5015089	0.5871059	0
1.1851387	96.1411	1.5273917	0.5031972	0.6431793	1
66.06016	19.510534	7.068219	2.947616	4.4134808	0
99.89372	0.03422189	0.028677594	0.021165505	0.022213051	0
99.82447	0.060476653	0.04577684	0.03378695	0.03548457	0
3.2780223	93.38578	1.5474021	0.8097519	0.97904277	1
13.7248125	77.724525	4.0616937	2.074812	2.4141471	1
99.19685	0.32611305	0.19877723	0.13670725	0.14154404	0
3.2517958	92.81717	2.0200112	0.87501204	1.0360148	1
1.27564	96.35788	1.2611588	0.47919574	0.6261387	1
0.95910245	97.323006	0.88899136	0.35962272	0.46927044	1
6.4145513	86.69535	3.6665385	1.4575237	1.766037	1
88.93904	5.484795	2.6769657	1.3112615	1.5879357	0
4.5159683	88.62824	3.966558	1.2736586	1.6155779	1
7.133749	85.46464	3.856761	1.5460234	1.9988328	1
0.47454816	98.64653	0.42448565	0.19713026	0.25730363	1
0.5932034	98.31085	0.5390948	0.23201819	0.32482702	1
0.9438617	96.07832	1.748044	0.5260619	0.7037101	1
0.5145808	1.1951907	97.17684	0.66022754	0.45316517	2
0.09786086	0.17507239	99.50508	0.12900105	0.092988074	2
0.05728985	0.079499625	99.74618	0.070596345	0.04643142	2
0.23801807	0.5405686	98.71663	0.27530912	0.22947994	2
0.09259183	0.14270902	99.533134	0.1511176	0.080448665	2
0.03300653	0.049597126	99.8466	0.040708717	0.030083707	2
0.038229134	0.05797864	99.821396	0.047587983	0.034803648	2
0.26628283	0.27280954	99.06397	0.25694683	0.13998774	2
0.0709342	0.108895704	99.6674	0.091917895	0.060854718	2
0.05145087	0.07517523	99.75782	0.06913343	0.046421036	2
2.5967584	4.8475666	89.45478	1.4800028	1.6208881	2
2.8002384	85.17771	8.460971	1.6003834	1.9606955	1
0.05727968	0.09351917	99.7225	0.075090095	0.05160707	2
0.027375147	0.03929836	99.86939	0.0385554	0.0253732	2
0.035635665	0.04968484	99.83283	0.04915247	0.03269476	2
0.15547116	0.33308697	99.15999	0.19819969	0.15325539	2
0.038535643	0.056966756	99.82326	0.047002178	0.034238834	2
0.024075817	0.03303955	99.890976	0.029882114	0.022027206	2
0.023611804	0.031948674	99.893234	0.029625895	0.021575602	2
0.031190356	0.043267913	99.85554	0.041094646	0.02890821	2
0.27304527	0.6419743	98.50702	0.320124	0.25783974	2
0.037547346	0.05881667	99.81117	0.05630355	0.036158033	2
