W	N1	N2	N3	R	anotaciones
99.98492	0.0042892285	0.0038343486	0.0032588672	0.0037020252	0
99.988464	0.0033107812	0.0029065532	0.0025813833	0.002744203	0
99.98776	0.003511511	0.0030923747	0.002738617	0.0028902118	0
99.98592	0.004094605	0.0035902027	0.0031461602	0.0032298604	0
99.98374	0.0047856346	0.004168882	0.00365725	0.0036462669	0
99.9789	0.006339038	0.005387047	0.0047504148	0.0046252473	0
99.960144	0.012691744	0.009996201	0.008675334	0.008486819	0
98.692924	0.5866952	0.2748895	0.21321967	0.23226759	0
99.767075	0.08589028	0.05600054	0.04592587	0.045107923	0
6.867696	87.65238	2.6404862	1.4088595	1.4305747	1
3.1427643	93.269035	1.8474871	0.86069906	0.88001174	1
7.616892	86.36082	2.9287896	1.4874195	1.6060909	1
0.6966163	97.9512	0.71119964	0.29755065	0.34342223	1
2.300813	90.437035	4.818717	1.1872463	1.2561903	1
1.8095798	92.22138	3.8593664	0.98651063	1.123158	1
0.1664932	0.29627207	99.07969	0.31212687	0.14541882	2
0.09607478	0.1642256	99.48862	0.16350253	0.08757688	2
0.065944515	0.109507635	99.63617	0.12290208	0.06547987	2
0.058485236	0.092248656	99.68113	0.11048275	0.05765885	2
0.063529074	0.112583816	99.641075	0.116519466	0.06628006	2
0.102180906	0.18716724	99.41158	0.19520633	0.10386929	2
0.09058243	0.15251361	99.47871	0.18509911	0.09309052	2
0.2843826	0.41678548	98.265045	0.7615444	0.27224052	2
0.14825614	0.23327677	99.12547	0.34455767	0.14843415	2
0.7125462	0.91523165	95.23699	2.482311	0.6529223	2
0.7772042	1.0327438	94.62084	2.8401055	0.729107	2
0.41934508	0.37472513	1.1688622	97.676895	0.36017153	3
0.34866282	0.30790934	0.93006057	98.114555	0.29881197	3
1.3236912	1.3533559	6.6289096	89.44836	1.2456845	3
0.14616333	0.13321763	0.33058342	99.25934	0.13070045	3
0.088434786	0.08032101	0.18124464	99.570816	0.07918058	3
0.06752805	0.060979217	0.131329	99.67974	0.060424797	3
0.056970138	0.051241502	0.10744723	99.73343	0.050906878	3
0.052119836	0.04694397	0.09715279	99.75721	0.046569206	3
0.045374874	0.04074059	0.08252391	99.79083	0.04052583	3
0.039855555	0.035649084	0.07088466	99.81809	0.03551972	3
0.035675287	0.03181966	0.062332332	99.83844	0.031729277	3
0.03209711	0.02855392	0.055168428	99.85569	0.028489754	3
0.028998142	0.025730317	0.049071644	99.87051	0.02568657	3
