W	N1	N2	N3	R	anotaciones
99.99124	0.0023996162	0.002244552	0.0019822714	0.0021393993	0
99.99153	0.0023710302	0.0021143544	0.0018840681	0.002100024	0
99.99093	0.0026370073	0.0022758218	0.001979905	0.002180848	0
99.99437	0.0015500732	0.0014575697	0.0013143318	0.0013127638	0
99.99435	0.0015626865	0.0014542621	0.0013290889	0.0013084881	0
99.994286	0.0015706972	0.001478792	0.0013641408	0.001297818	0
99.99392	0.0016825126	0.0015762806	0.0014539801	0.0013609827	0
99.99407	0.00164341	0.0015400032	0.001413893	0.0013384547	0
99.99395	0.0016881156	0.0015677639	0.0014308161	0.0013645861	0
99.993965	0.0016877558	0.0015667346	0.0014141978	0.0013620543	0
99.99421	0.0016088936	0.0015084632	0.001373923	0.0013034716	0
99.99416	0.0016242793	0.0015185775	0.0013825771	0.0013090394	0
99.99407	0.0016524942	0.0015423151	0.0014041455	0.0013223494	0
99.993904	0.0017055814	0.0015882973	0.001447921	0.0013499276	0
99.99355	0.0018162704	0.0016845798	0.001532663	0.0014190493	0
99.99321	0.0019218154	0.0017658685	0.0016061874	0.0014995522	0
99.99324	0.0019137169	0.0017578533	0.0015932485	0.001501495	0
99.99312	0.0019415038	0.0017900724	0.0016321767	0.0015193202	0
99.99269	0.0020666097	0.0018934592	0.0017322978	0.0016135584	0
99.9929	0.0020015333	0.0018408002	0.0016768925	0.0015793559	0
99.99295	0.0019944028	0.0018291075	0.0016559229	0.0015782719	0
99.993095	0.0019452797	0.0017940847	0.0016277139	0.001540685	0
99.99257	0.0021134974	0.0019140855	0.0017312749	0.0016790349	0
99.993	0.0019766788	0.001806856	0.0016368635	0.0015792365	0
99.99323	0.0019081992	0.0017497825	0.0015918566	0.0015173717	0
99.992874	0.002035072	0.0018346811	0.0016571967	0.0016059009	0
99.99347	0.0018376822	0.0016983049	0.0015477266	0.0014464424	0
99.99327	0.0019048483	0.0017429997	0.0015887887	0.0014997065	0
99.993034	0.0019828859	0.0017984622	0.0016280262	0.001561893	0
99.993225	0.0019244436	0.001751657	0.001583599	0.0015161502	0
99.99364	0.0017889827	0.001654591	0.0015046294	0.0014110113	0
99.99364	0.001801226	0.0016569531	0.0014968103	0.0014189375	0
99.99361	0.0018051486	0.0016652946	0.0015076644	0.0014146162	0
99.99355	0.0018246304	0.0016739082	0.0015125192	0.0014360102	0
99.99359	0.0018119079	0.0016676659	0.0015134953	0.0014225909	0
99.99346	0.0018455037	0.001690331	0.0015385692	0.0014552751	0
99.99356	0.0018186971	0.001664376	0.0015199666	0.0014441271	0
99.99372	0.001776777	0.0016211095	0.0014694688	0.0014100131	0
99.99386	0.0017302833	0.0015941636	0.001456226	0.001357402	0
99.99343	0.0018765173	0.0016982234	0.0015326058	0.0014629257	0
99.993996	0.0016898644	0.0015642106	0.0014208567	0.0013307644	0
99.993965	0.0017008447	0.0015686518	0.0014265082	0.001332806	0
99.993805	0.001758566	0.0016034121	0.0014496867	0.0013849124	0
99.993965	0.0017075952	0.0015661186	0.0014168199	0.0013467902	0
99.99404	0.0016827327	0.0015498546	0.0014023674	0.0013211082	0
99.99401	0.0016983136	0.0015605364	0.0014031576	0.001329161	0
99.99402	0.0016892904	0.0015549356	0.0014054186	0.0013212294	0
99.99405	0.0016871063	0.0015474856	0.0013969566	0.0013245977	0
99.994026	0.0016882401	0.0015518905	0.0014065921	0.0013216014	0
99.99399	0.0016978013	0.0015660324	0.0014265657	0.0013294154	0
99.99398	0.001694522	0.0015567726	0.0014265499	0.0013336855	0
99.99372	0.0017838002	0.001616022	0.001476429	0.0014008882	0
99.99417	0.0016289201	0.0015082605	0.0013951064	0.0012915139	0
99.99408	0.001667451	0.0015383897	0.0014032193	0.0013086156	0
99.99434	0.0015811826	0.0014766455	0.0013487033	0.0012535068	0
99.994316	0.001592818	0.0014816143	0.0013481223	0.0012597747	0
99.994316	0.0015952399	0.0014800169	0.0013437675	0.0012595798	0
99.99431	0.0016011787	0.0014815477	0.0013456707	0.0012618261	0
99.994255	0.0016195958	0.0014922492	0.001354975	0.0012726507	0
99.994095	0.0016805296	0.0015310632	0.0013760439	0.0013221082	0
99.994225	0.0016340909	0.0014991949	0.0013535535	0.0012894088	0
99.99428	0.0016129301	0.0014845238	0.001345336	0.0012770097	0
99.994316	0.0015988678	0.0014775605	0.0013415352	0.0012653595	0
99.99426	0.0016113932	0.0014932271	0.0013573654	0.0012692177	0
99.99423	0.0016215108	0.0015059157	0.0013674028	0.001275198	0
99.99423	0.0016257057	0.0015080821	0.0013662381	0.001278003	0
99.99424	0.001620062	0.0015023634	0.0013614775	0.0012761662	0
99.99424	0.0016210804	0.0015005284	0.0013612442	0.0012762065	0
99.99421	0.0016325095	0.0015080704	0.001367462	0.0012818534	0
99.99414	0.0016552539	0.0015264117	0.0013828402	0.0012945371	0
99.99402	0.0016929442	0.0015571597	0.0014072566	0.0013209429	0
99.99403	0.0016916931	0.0015481081	0.0013956622	0.001328199	0
99.99405	0.0016917982	0.0015484308	0.0013929545	0.0013297086	0
99.994064	0.0016790027	0.0015470218	0.001397662	0.0013129447	0
99.99402	0.0016915435	0.0015593303	0.001410787	0.0013172248	0
99.99392	0.0017249377	0.0015854612	0.001431366	0.0013422144	0
99.99382	0.0017563318	0.0016104818	0.0014548973	0.0013652164	0
99.99372	0.0017967366	0.0016246237	0.0014591247	0.0014102587	0
99.9938	0.0017612869	0.0016145525	0.0014617655	0.0013773044	0
99.99371	0.0017941815	0.0016276537	0.0014676881	0.0014055144	0
99.99362	0.0018092089	0.0016589329	0.0015081625	0.0014094001	0
99.99344	0.00186489	0.0016940152	0.0015427175	0.0014588066	0
99.99382	0.001748216	0.0016002168	0.0014518165	0.0013776172	0
99.99391	0.0017204877	0.0015808981	0.0014351776	0.0013530363	0
99.99402	0.0016813849	0.0015572115	0.0014128158	0.0013212409	0
99.9941	0.0016521382	0.0015372754	0.0013981797	0.0013001207	0
99.994125	0.0016500935	0.0015334188	0.0013976676	0.0012966606	0
99.994064	0.0016668524	0.0015474077	0.0014093708	0.0013050084	0
99.993965	0.0016956418	0.0015768264	0.0014342315	0.0013228861	0
99.993935	0.0017062237	0.0015857626	0.0014415372	0.0013298611	0
99.99379	0.0017507977	0.0016203959	0.0014693674	0.0013589624	0
99.993614	0.0018028226	0.0016672804	0.0015107361	0.0013965681	0
99.9936	0.0018136149	0.0016636471	0.0015066913	0.0014173734	0
99.993546	0.0018220269	0.0016881904	0.0015217949	0.001419202	0
99.99339	0.0018690205	0.0017264033	0.0015555217	0.0014496243	0
99.99333	0.0018928775	0.0017312375	0.0015660749	0.0014830204	0
99.99314	0.0019483992	0.0017744984	0.0016052336	0.0015327447	0
99.99334	0.0018818864	0.001729961	0.0015581831	0.0014864391	0
99.99314	0.0019428775	0.0017888667	0.0016081664	0.0015170297	0
99.99277	0.0020696055	0.0018666509	0.0016669433	0.0016226395	0
99.992874	0.0020179818	0.0018632838	0.0016688175	0.0015728163	0
99.99266	0.0020954935	0.0019010864	0.0017013486	0.0016453961	0
99.99267	0.00208572	0.0019040967	0.0016956726	0.0016419272	0
99.9925	0.0021343464	0.0019554968	0.001750779	0.0016591568	0
99.991104	0.0025359548	0.0023209974	0.002053569	0.001988248	0
99.992195	0.0022008969	0.0020250883	0.0018153621	0.0017603121	0
99.99236	0.002161536	0.001972968	0.0017896491	0.0017240715	0
99.99213	0.002242018	0.0020200915	0.0018143738	0.0017910707	0
99.992905	0.0019974834	0.001848525	0.0016544948	0.0015948527	0
99.99272	0.0020515143	0.001909157	0.0017094406	0.0016049116	0
99.9926	0.002096521	0.0019394903	0.0017296459	0.0016351286	0
99.99248	0.0021345825	0.0019665656	0.0017544824	0.0016657575	0
99.99199	0.0022960373	0.002083819	0.0018506995	0.001778475	0
99.99101	0.0025435563	0.0023682332	0.0021005187	0.0019775322	0
99.99173	0.002348885	0.0021591075	0.0019106594	0.0018465655	0
99.99157	0.0024038355	0.002195355	0.0019466585	0.001891022	0
99.99157	0.0023995747	0.0021940814	0.0019469442	0.0018903917	0
99.991455	0.0024433827	0.0022232195	0.0019700513	0.0019122661	0
99.989746	0.002977062	0.002630749	0.0023112004	0.0023284059	0
99.99001	0.0028604895	0.0026104425	0.0022963916	0.0022128064	0
99.99136	0.0024687068	0.002245516	0.0019850547	0.0019414115	0
99.988884	0.003223015	0.0028312642	0.0024949175	0.0025611748	0
99.98833	0.0033894659	0.002977794	0.0026071372	0.0026940573	0
99.988434	0.0033841294	0.0030021672	0.0026075728	0.0025781684	0
99.99268	0.0020713045	0.0019089099	0.0016920951	0.0016424705	0
99.99303	0.0019709498	0.0018205988	0.0016176922	0.0015622826	0
99.99327	0.0019014386	0.0017529534	0.0015598653	0.0015132244	0
99.99314	0.0019391635	0.0017960139	0.0016031516	0.0015228081	0
99.99304	0.0019754155	0.0018143823	0.0016139946	0.0015601363	0
99.99315	0.0019404723	0.0017795903	0.0015910288	0.0015393172	0
99.99306	0.0019834323	0.0018005465	0.001589656	0.0015661328	0
99.99349	0.0018244744	0.0017087674	0.0015379508	0.0014385114	0
