W	N1	N2	N3	R	anotaciones
99.990746	0.0025121477	0.0023784928	0.0021074514	0.0022613623	0
99.99356	0.0017138225	0.0016088297	0.0014843858	0.0016284331	0
99.9942	0.0015686784	0.0014720763	0.0013490659	0.001417334	0
99.99466	0.0014437891	0.0013598083	0.0012590114	0.0012712971	0
99.99487	0.0013882059	0.0013129672	0.0012289612	0.0011996735	0
99.99488	0.0013898158	0.0013123557	0.0012297312	0.0011836236	0
99.99483	0.0014103599	0.0013254773	0.0012432947	0.0011872911	0
99.99475	0.0014384367	0.0013426484	0.0012612196	0.001201287	0
99.99465	0.0014715621	0.0013675084	0.0012806547	0.0012223432	0
99.994576	0.0014920337	0.0013920877	0.0013098633	0.0012328725	0
99.99449	0.0015212069	0.0014116167	0.0013240481	0.0012542718	0
99.994484	0.0015148945	0.0014164447	0.0013404312	0.0012448237	0
99.994446	0.001525059	0.0014303577	0.0013547669	0.0012500461	0
99.9944	0.0015357693	0.0014412656	0.0013664983	0.001257827	0
99.99436	0.0015466451	0.0014514487	0.0013765157	0.0012651695	0
99.99432	0.0015562513	0.0014604478	0.0013861493	0.0012727989	0
99.99429	0.0015653175	0.0014685856	0.0013967995	0.0012809532	0
99.994255	0.0015756151	0.0014789961	0.0014089915	0.0012890134	0
99.994225	0.0015795757	0.0014836884	0.0014191972	0.0012922536	0
99.99421	0.001583002	0.0014870047	0.0014262318	0.0012959823	0
99.99414	0.0015980832	0.0015035211	0.0014433513	0.0013075146	0
99.994125	0.0016039247	0.0015091087	0.0014538671	0.0013123676	0
99.994064	0.0016172543	0.0015187525	0.0014713445	0.0013243955	0
99.99399	0.0016382652	0.0015361242	0.0014989601	0.0013415074	0
99.99385	0.0016729183	0.001560915	0.0015373364	0.0013748793	0
99.99361	0.0017375342	0.0016152195	0.0016076323	0.0014366765	0
99.99348	0.0017652113	0.0016572969	0.0016519476	0.0014517504	0
99.99339	0.0017885299	0.001688989	0.0016670716	0.0014629994	0
99.99296	0.0019014988	0.001801173	0.0017926568	0.0015525952	0
99.991455	0.0022743829	0.0021800834	0.0022500644	0.0018433342	0
99.99198	0.0021528364	0.002053574	0.0020647903	0.0017483961	0
99.99124	0.0023420292	0.0022444122	0.0022674904	0.0018987563	0
99.99006	0.0026434502	0.0025524795	0.0026062918	0.002140849	0
99.98909	0.002897591	0.00281353	0.0028632097	0.0023414046	0
99.98674	0.0034960078	0.003432718	0.003518533	0.0028039147	0
99.98263	0.0046185823	0.004728585	0.004370219	0.0036669443	0
99.98192	0.0048140194	0.0049160672	0.004531575	0.0038260433	0
99.98268	0.0045639533	0.004691496	0.004387064	0.0036740855	0
99.98226	0.004681653	0.0047987932	0.0044818986	0.0037710725	0
99.98467	0.004028288	0.004119997	0.003876349	0.003304806	0
99.98642	0.0035683238	0.0036342265	0.0034309037	0.0029485868	0
99.988106	0.0031358872	0.003167801	0.00297992	0.0026081942	0
99.99053	0.0025099139	0.0025039804	0.0023478668	0.002105417	0
99.99181	0.002185248	0.002156255	0.002019979	0.0018315234	0
99.99268	0.0019366009	0.0019004607	0.0018963978	0.0015848398	0
99.99315	0.0018287192	0.0017817026	0.0017584852	0.0014935296	0
99.9932	0.0018129019	0.0017620808	0.0017381557	0.0014732582	0
99.993355	0.0017763448	0.0017251518	0.0017018081	0.0014493905	0
99.99293	0.0019079654	0.0018530296	0.0017287614	0.0015879215	0
99.99315	0.0018517921	0.0017922912	0.0016713624	0.0015368944	0
99.99358	0.0017280512	0.0016743841	0.0016248672	0.0013914681	0
99.99391	0.0016529424	0.001584498	0.0015189091	0.0013317643	0
99.9939	0.0016600346	0.0015890317	0.0015234158	0.001329248	0
99.99407	0.0016210126	0.0015414191	0.0014660119	0.0013011564	0
99.99391	0.0016631003	0.0015867004	0.0015158572	0.0013233727	0
99.994125	0.0016140599	0.0015323239	0.0014449449	0.0012897087	0
99.99414	0.0016134481	0.0015265467	0.0014353695	0.001286536	0
99.99417	0.0016084375	0.001518863	0.0014261286	0.0012815881	0
99.99419	0.0016050694	0.0015125617	0.0014173056	0.0012766421	0
99.99421	0.0016016688	0.0015047133	0.001410522	0.0012732903	0
99.99423	0.0015985246	0.0014993357	0.0014064374	0.0012697442	0
99.99426	0.0015895528	0.0014865533	0.0013938574	0.0012642416	0
99.99426	0.0015910437	0.0014908272	0.0013988033	0.001261781	0
99.99422	0.0015993121	0.0015008972	0.001411477	0.0012647884	0
99.994286	0.0015848269	0.0014811312	0.0013852199	0.001261325	0
99.99429	0.0015816306	0.0014809368	0.0013808891	0.0012582386	0
99.99432	0.0015763253	0.0014763473	0.001375168	0.0012525487	0
99.99432	0.0015768517	0.0014756877	0.0013739059	0.001251906	0
99.99434	0.0015753298	0.0014722458	0.0013706583	0.0012485641	0
99.994316	0.001580003	0.0014728215	0.001369224	0.0012520246	0
99.99433	0.0015781876	0.0014720727	0.0013700282	0.0012481101	0
99.99432	0.0015792098	0.0014708441	0.0013689735	0.0012480712	0
99.994354	0.0015732256	0.001463374	0.0013626176	0.0012427554	0
99.99434	0.0015788007	0.0014677598	0.0013694926	0.0012450875	0
99.99435	0.0015783955	0.0014642888	0.0013672942	0.0012474008	0
99.994316	0.0015818062	0.0014755133	0.0013795847	0.0012451828	0
99.99432	0.0015813793	0.0014738672	0.0013749708	0.0012444846	0
99.99433	0.001578917	0.0014713737	0.0013717517	0.0012423063	0
99.99433	0.0015787298	0.001471635	0.0013714442	0.0012413734	0
99.99435	0.001575038	0.0014674261	0.0013676762	0.0012387725	0
99.99437	0.0015715751	0.0014624231	0.001361571	0.001236667	0
99.994385	0.001567649	0.0014551751	0.0013549163	0.0012350898	0
99.99439	0.0015657065	0.0014510723	0.001351052	0.0012349421	0
99.9944	0.0015634891	0.0014483721	0.0013477562	0.0012327816	0
99.994415	0.001560616	0.0014429542	0.001342272	0.0012320827	0
99.99441	0.001562596	0.001445976	0.0013466043	0.0012321188	0
99.99441	0.0015612083	0.0014447303	0.001345795	0.0012303871	0
99.99441	0.0015624973	0.0014462947	0.0013476281	0.0012297763	0
99.99441	0.0015635447	0.0014482158	0.0013506584	0.0012282731	0
99.9944	0.0015682572	0.0014517519	0.001353457	0.0012295227	0
99.99439	0.0015701998	0.0014517055	0.0013553323	0.0012302329	0
99.994354	0.001579874	0.0014613101	0.0013648155	0.0012348979	0
99.99441	0.0015693031	0.0014465543	0.0013498788	0.0012322647	0
99.99442	0.0015619317	0.0014438442	0.0013481458	0.0012236973	0
99.99445	0.0015565425	0.0014345725	0.001341059	0.0012213405	0
99.99443	0.0015662644	0.0014358448	0.0013418775	0.0012348641	0
99.99445	0.0015571262	0.0014297303	0.0013351869	0.0012283518	0
99.99447	0.0015481288	0.0014259369	0.0013328446	0.0012197443	0
99.9945	0.0015393314	0.001418352	0.0013258931	0.0012147392	0
99.9945	0.0015376712	0.0014175288	0.0013240962	0.0012154577	0
99.994514	0.0015352769	0.0014215194	0.0013271658	0.0012086633	0
99.99451	0.0015363996	0.001423071	0.001328931	0.0012089118	0
99.994484	0.001540067	0.0014283574	0.0013336687	0.0012086253	0
99.99445	0.0015482374	0.0014381851	0.0013467512	0.0012126759	0
99.99444	0.001551833	0.0014424563	0.0013536417	0.0012141165	0
99.994415	0.0015563766	0.0014498528	0.0013654567	0.00121711	0
99.99441	0.0015562306	0.0014523588	0.0013699561	0.0012161079	0
99.99437	0.0015639069	0.0014603871	0.0013790866	0.0012197923	0
