W	N1	N2	N3	R	anotaciones
99.992226	0.0021335897	0.0020011016	0.0017636039	0.001874981	0
99.99383	0.001696652	0.0015985082	0.0014282083	0.0014453167	0
99.9941	0.0016293399	0.0015228549	0.0013633438	0.001372871	0
99.99388	0.0017202278	0.0015761632	0.0014079703	0.0014046683	0
99.98332	0.0052143605	0.0041943584	0.0035705059	0.0036909136	0
99.994255	0.0016396889	0.001478706	0.0013275836	0.0013036857	0
99.99473	0.0014722694	0.0013664209	0.001248306	0.0011843899	0
99.99474	0.0014649224	0.0013571252	0.0012519972	0.0011735575	0
99.99474	0.0014745861	0.0013568636	0.0012519774	0.0011783005	0
99.9947	0.001462339	0.0013832556	0.0012802674	0.0011732389	0
99.99465	0.0014751893	0.0013919332	0.0012969471	0.0011788795	0
99.99462	0.0014953179	0.0013986536	0.0012973133	0.0011988378	0
99.99453	0.0015405864	0.0014080257	0.0012992743	0.0012223317	0
99.99473	0.0014698526	0.0013584754	0.0012695253	0.001171609	0
99.99473	0.0014730857	0.0013552405	0.0012628589	0.0011768377	0
99.994774	0.0014592808	0.0013519704	0.0012606891	0.0011618208	0
99.99475	0.0014614133	0.0013555345	0.0012645943	0.0011620414	0
99.99476	0.0014601069	0.0013543428	0.0012626171	0.0011616297	0
99.99474	0.0014665991	0.0013595383	0.0012639228	0.0011651359	0
99.99473	0.0014685863	0.0013603393	0.0012646863	0.0011657359	0
99.99473	0.0014698708	0.0013607285	0.0012664935	0.0011674226	0
99.99473	0.0014684282	0.0013598884	0.0012654507	0.0011668165	0
99.99472	0.0014724247	0.0013641091	0.0012684548	0.001169318	0
99.994705	0.0014755157	0.0013672083	0.0012704304	0.0011700292	0
99.994705	0.0014787146	0.0013692967	0.0012711495	0.0011731881	0
99.9947	0.0014809407	0.0013709925	0.0012705096	0.0011735599	0
99.99469	0.0014851338	0.0013745234	0.0012742437	0.0011759173	0
99.99468	0.0014866039	0.0013756431	0.0012761586	0.0011759155	0
99.994675	0.0014881423	0.0013755882	0.0012781424	0.0011777558	0
99.9947	0.0014844565	0.0013705504	0.0012745121	0.0011772095	0
99.994675	0.0014885194	0.0013749383	0.0012777387	0.0011787399	0
99.994675	0.001491228	0.0013776228	0.0012806514	0.0011795925	0
99.994675	0.0014900941	0.00137512	0.0012800407	0.0011802196	0
99.99469	0.00148785	0.0013721943	0.0012767893	0.0011794323	0
99.994675	0.001488906	0.0013740514	0.001278975	0.0011788738	0
99.994675	0.0014888728	0.0013732094	0.0012795147	0.0011801134	0
99.99467	0.0014907132	0.0013773704	0.0012842095	0.0011787985	0
99.99465	0.0014910119	0.001378225	0.0012890507	0.0011798854	0
99.99465	0.0014907824	0.0013788958	0.0012896005	0.0011794205	0
99.99464	0.0014970388	0.0013867337	0.001296515	0.0011814595	0
99.99463	0.0014989604	0.0013872369	0.0012967691	0.0011833635	0
99.99463	0.001499816	0.0013893577	0.0012995168	0.0011835742	0
99.99463	0.0014996787	0.0013893549	0.0012999672	0.0011835952	0
99.99462	0.0015017316	0.0013899698	0.0012988532	0.0011851748	0
99.99461	0.0015057868	0.0013949143	0.0013024224	0.0011866915	0
99.99461	0.0015077065	0.0013958239	0.0013018618	0.0011872873	0
99.99462	0.0015072341	0.0013932567	0.0012998352	0.0011874646	0
99.99462	0.0015054814	0.0013888393	0.001295954	0.0011878773	0
99.99463	0.0015057091	0.0013882898	0.0012961116	0.0011875768	0
99.99463	0.0015042293	0.0013833833	0.0012916743	0.0011904417	0
99.99459	0.0015127744	0.0013962146	0.0013011536	0.0011900167	0
99.99458	0.0015153827	0.0014005894	0.0013097945	0.0011909663	0
99.99459	0.0015138119	0.0013986211	0.001309589	0.0011914966	0
99.994576	0.0015170057	0.0014010292	0.0013119344	0.0011908452	0
99.994576	0.0015204662	0.0013984938	0.0013118364	0.0011966464	0
99.99454	0.0015351601	0.001408705	0.0013157754	0.001209965	0
99.994606	0.0015107436	0.0013926742	0.0013047279	0.0011912275	0
99.99461	0.0015098884	0.0013907974	0.0013025014	0.0011907659	0
99.994606	0.0015119488	0.0013921283	0.0013012392	0.0011916598	0
99.994576	0.0015190298	0.0014024156	0.0013121171	0.0011897901	0
99.99453	0.0015337942	0.0014139243	0.0013240421	0.0011991587	0
99.994484	0.001546537	0.0014244714	0.0013362392	0.0012071896	0
99.994316	0.001605745	0.0014650039	0.0013665978	0.0012523502	0
99.9944	0.0015717607	0.0014426647	0.0013488388	0.0012302608	0
99.99446	0.0015530244	0.0014340122	0.0013394925	0.0012126155	0
99.99458	0.0015150666	0.0013989193	0.0013132207	0.0011915296	0
99.99461	0.0015090609	0.0013888208	0.0013000291	0.0011912908	0
99.99462	0.001500966	0.0013922037	0.0013071705	0.0011807547	0
99.99464	0.0014954993	0.001386772	0.0013034086	0.0011765966	0
99.99463	0.0014971127	0.0013896158	0.0013086181	0.0011769927	0
99.99464	0.0014953048	0.0013859054	0.00130532	0.0011759471	0
99.994675	0.0014839233	0.0013738652	0.0012975159	0.0011705704	0
99.994705	0.0014756467	0.0013590031	0.001283492	0.0011722962	0
99.9947	0.0014702333	0.001368709	0.00129395	0.0011649264	0
99.994705	0.0014717039	0.001369216	0.0012885503	0.0011652315	0
99.994705	0.0014714634	0.0013682247	0.0012836928	0.0011646366	0
99.99472	0.0014713597	0.001366546	0.0012787579	0.0011647952	0
99.99471	0.0014747492	0.0013693151	0.0012780593	0.0011672396	0
99.994705	0.0014768424	0.0013714357	0.0012766784	0.0011679633	0
99.99469	0.0014829552	0.0013768022	0.0012787398	0.0011708622	0
