W	N1	N2	N3	R	anotaciones
99.99144	0.002381873	0.0021671017	0.0019580312	0.0020475497	0.0
99.99228	0.0021738885	0.0019376683	0.0017697588	0.0018262818	0.0
99.992874	0.0020009852	0.0017942605	0.0016466246	0.0016806298	0.0
99.9927	0.0020655624	0.0018364938	0.0016791413	0.0017195668	0.0
99.99206	0.0022631525	0.0019883823	0.0018077239	0.0018794235	0.0
99.986824	0.0039707636	0.003262125	0.002858629	0.003083402	0.0
99.98761	0.0036877561	0.0031015524	0.002713536	0.0028840508	0.0
99.98728	0.003791546	0.0031998244	0.0027921645	0.0029351814	0.0
99.98733	0.0037681551	0.0032080116	0.0027965566	0.0029046305	0.0
99.98315	0.005152887	0.0042396975	0.0036609713	0.0038036022	0.0
99.97238	0.008863262	0.006823414	0.005830963	0.006093246	0.0
99.97809	0.0068667103	0.0054749553	0.0047038104	0.0048677307	0.0
99.98456	0.0047605173	0.0038517097	0.0033866498	0.0034417787	0.0
99.98268	0.005263856	0.0044060163	0.0037951227	0.0038413536	0.0
99.97872	0.006613614	0.005385206	0.004608921	0.004674101	0.0
99.98981	0.0030230754	0.002605002	0.0022999651	0.002275153	0.0
99.990906	0.002666174	0.002311204	0.0020727855	0.0020361193	0.0
99.98635	0.004184087	0.0034194002	0.0030191143	0.0030224218	0.0
99.98646	0.0041357866	0.0034036122	0.0030093638	0.0029923506	0.0
99.98337	0.0051853526	0.004157167	0.0036424932	0.0036473814	0.0
99.98748	0.0037687456	0.0031822303	0.0028102405	0.00275393	0.0
99.98796	0.0036086235	0.0030704048	0.0027131233	0.0026515247	0.0
99.98694	0.0039406964	0.0033219275	0.002927976	0.0028644435	0.0
99.985916	0.004283962	0.0035746417	0.0031397853	0.0030887092	0.0
99.98312	0.005224123	0.0042538345	0.0037078727	0.0036885575	0.0
99.985405	0.004434838	0.0037141228	0.0032530394	0.003200506	0.0
99.98361	0.0049237683	0.0041899774	0.003688856	0.003583135	0.0
99.98268	0.0052423067	0.004425346	0.0038918003	0.0037777824	0.0
