W	N1	N2	N3	R	anotaciones
99.99409	0.0016202293	0.0015167306	0.0013609899	0.0014104039	0.0
99.99525	0.0013135	0.0012221304	0.0011129536	0.0011033231	0.0
99.99527	0.0013067871	0.0012203269	0.0011147171	0.0010878681	0.0
99.99525	0.0013168438	0.0012281568	0.0011205861	0.0010856974	0.0
99.99522	0.0013331539	0.001237246	0.0011270498	0.0010887131	0.0
99.99516	0.0013540589	0.0012508507	0.001139187	0.0010971705	0.0
99.99511	0.0013699429	0.0012618531	0.0011509291	0.0011028409	0.0
99.99503	0.0013957307	0.001284069	0.001172465	0.0011174228	0.0
99.99495	0.0014217856	0.0013062201	0.0011935425	0.0011331096	0.0
99.99486	0.0014497096	0.0013294534	0.0012140955	0.0011501485	0.0
99.994804	0.0014674212	0.0013443443	0.0012271964	0.0011598888	0.0
99.99477	0.0014788354	0.001354406	0.0012366943	0.0011649705	0.0
99.99473	0.0014928004	0.0013649549	0.0012459869	0.001172076	0.0
99.994675	0.0015096499	0.001377534	0.0012565911	0.0011821291	0.0
99.994644	0.0015204941	0.0013853422	0.0012642887	0.0011867173	0.0
99.99458	0.0015479099	0.0014019413	0.0012700615	0.0012009831	0.0
99.99444	0.0015921727	0.00143723	0.0013052193	0.0012290059	0.0
99.994064	0.0017171615	0.0015302965	0.0013692778	0.0013187116	0.0
99.99441	0.0016033571	0.0014465321	0.0013064723	0.0012359564	0.0
99.99441	0.0016048972	0.0014483086	0.0013088839	0.0012328239	0.0
99.99426	0.0016502925	0.0014839073	0.0013364423	0.0012619871	0.0
99.99424	0.0016605785	0.0014920483	0.0013451391	0.0012690404	0.0
99.99419	0.0016778475	0.0015042077	0.0013513173	0.0012837182	0.0
99.994415	0.0016016772	0.001444753	0.0013121171	0.0012253366	0.0
99.9944	0.0016102043	0.0014489914	0.0013179122	0.0012256098	0.0
99.99388	0.0017738449	0.0015774535	0.001414428	0.0013440363	0.0
99.99411	0.0017045842	0.0015233188	0.0013717925	0.0012899862	0.0
99.99403	0.0017279024	0.0015407166	0.0013777575	0.0013152563	0.0
99.99426	0.0016496817	0.001485173	0.0013425674	0.0012538077	0.0
99.99427	0.0016502535	0.0014877181	0.0013470495	0.0012504408	0.0
99.99424	0.0016609123	0.0014956959	0.0013538128	0.0012569337	0.0
99.994225	0.0016663402	0.001497839	0.0013537274	0.0012619954	0.0
99.99421	0.0016710162	0.0014982569	0.0013508262	0.0012691936	0.0
99.99422	0.0016678725	0.0014960131	0.0013484585	0.0012668917	0.0
99.99424	0.001657631	0.001490579	0.0013466057	0.0012569479	0.0
99.99426	0.0016504844	0.0014838234	0.0013408819	0.0012530064	0.0
99.994156	0.0016933056	0.0015142342	0.001356395	0.0012851608	0.0
99.99425	0.0016618598	0.0014873486	0.0013372999	0.001268798	0.0
99.99445	0.0015973721	0.0014394723	0.0013045449	0.0012159892	0.0
99.99435	0.0016281194	0.0014658368	0.0013274153	0.0012337406	0.0
99.99431	0.0016403595	0.001475166	0.0013349007	0.0012403997	0.0
99.994255	0.0016566393	0.001488978	0.0013466453	0.0012479363	0.0
99.99416	0.0016885783	0.0015105453	0.0013607233	0.0012721672	0.0
99.99388	0.0017788478	0.0015782804	0.0014099358	0.0013443232	0.0
99.99419	0.001683814	0.001507187	0.0013558147	0.001271575	0.0
99.99426	0.0016548419	0.0014854979	0.0013548317	0.0012436401	0.0
99.99421	0.0016751699	0.0014997578	0.0013484361	0.0012651721	0.0
99.99424	0.0016590422	0.0014917819	0.0013655586	0.0012443777	0.0
99.99424	0.001659438	0.001490679	0.0013653379	0.001246575	0.0
99.99422	0.0016677848	0.0014962674	0.0013657638	0.0012547468	0.0
99.99446	0.0015856476	0.00143145	0.0013195965	0.0011963989	0.0
99.99444	0.0015967273	0.0014393502	0.0013229477	0.0012062159	0.0
99.99463	0.001534146	0.0013883727	0.0012831998	0.0011619752	0.0
99.99457	0.0015549585	0.0014055758	0.0012984199	0.0011733351	0.0
99.99443	0.001601036	0.0014431642	0.0013288098	0.0012040202	0.0
99.994316	0.0016407598	0.0014719771	0.0013434031	0.0012332806	0.0
99.9943	0.0016502592	0.0014801363	0.0013466834	0.0012347801	0.0
99.994225	0.0016707144	0.0014985378	0.001361308	0.0012471168	0.0
99.994316	0.0016393182	0.0014758322	0.0013465185	0.0012249636	0.0
99.9943	0.0016439586	0.0014792838	0.0013475382	0.0012295463	0.0
99.9943	0.0016423328	0.0014820374	0.0013521984	0.001225084	0.0
99.994446	0.0015911004	0.0014427778	0.0013254748	0.0011916133	0.0
99.994545	0.0015597771	0.0014165792	0.001306703	0.0011719266	0.0
99.994484	0.0015803435	0.0014342611	0.0013210906	0.0011839097	0.0
99.99434	0.0016279706	0.0014741883	0.0013519425	0.0012138931	0.0
99.994156	0.0016839971	0.0015224875	0.0013896998	0.0012495057	0.0
99.99399	0.0017369522	0.0015669091	0.0014208434	0.0012828434	0.0
99.99386	0.0017860121	0.0016024061	0.0014422667	0.0013172808	0.0
99.99401	0.0017304963	0.0015620876	0.0014173158	0.0012794236	0.0
99.99403	0.001722593	0.0015564843	0.0014159634	0.0012729759	0.0
99.993805	0.0017973765	0.0016161455	0.0014583445	0.0013226541	0.0
99.99421	0.001663941	0.0015101086	0.0013833847	0.0012358695	0.0
99.994316	0.0016274722	0.0014798164	0.0013629987	0.0012117925	0.0
99.994316	0.0016272077	0.0014787704	0.0013681253	0.0012108402	0.0
99.99429	0.0016384751	0.0014833789	0.0013676422	0.0012224794	0.0
99.994514	0.0015667218	0.0014248011	0.0013203268	0.0011729262	0.0
99.99457	0.0015568603	0.0014113805	0.0013003845	0.0011695328	0.0
99.99455	0.0015639338	0.0014152306	0.001298294	0.0011771172	0.0
99.99454	0.0015599171	0.0014160022	0.0013057548	0.0011741191	0.0
99.994316	0.0016339812	0.0014741768	0.0013545778	0.0012187182	0.0
99.9922	0.0023320492	0.002034777	0.0017603717	0.0016595563	0.0
99.993225	0.0019900126	0.001776719	0.0015769061	0.0014366099	0.0
99.9937	0.0018281882	0.0016532784	0.0014843035	0.0013361924	0.0
99.9936	0.0018632043	0.0016753187	0.0014954901	0.0013624494	0.0
99.99415	0.0016779331	0.001528087	0.0013972082	0.0012438362	0.0
99.99429	0.0016331729	0.0014858528	0.0013658958	0.0012179032	0.0
99.99434	0.0016267372	0.0014729067	0.0013485429	0.0012172763	0.0
99.99449	0.0015733318	0.0014286514	0.001321365	0.0011829673	0.0
99.99444	0.0015903907	0.0014380536	0.001324321	0.0012006831	0.0
99.99463	0.0015338315	0.0013919595	0.0012868367	0.0011613739	0.0
99.99463	0.001533381	0.001389956	0.0012819439	0.0011632618	0.0
99.99466	0.0015254593	0.0013814344	0.0012717771	0.0011630037	0.0
99.994675	0.0015207443	0.0013828741	0.0012718409	0.0011562692	0.0
99.99474	0.0014923635	0.0013630738	0.0012676687	0.0011350975	0.0
99.994896	0.001456987	0.0013257739	0.0012276572	0.001092449	0.0
99.99488	0.0014615746	0.00132964	0.0012286765	0.001096231	0.0
