N1	N2	N3	R	W	anotaciones
0.0002276018349528553	0.009587947537580396	0.007054204714672135	0.00040049304351155496	99.98272975286929	0.0
0.00430373305145146	0.005227272681081116	0.019102604781741705	0.0007791884637534043	99.97058720102197	0.0
0.006023757294726452	0.0072678367301584204	0.008863681177291778	0.0005949480303439041	99.97724977676748	0.0
0.032072883505699465	0.024740449355773863	0.008016689617148182	0.0026748092289521647	99.93249516829243	0.0
0.011614973434430588	0.016891527564011955	0.016109171075148674	0.002754097428006762	99.95263023049841	0.0
0.04426394208092267	0.1006104726317836	0.021012568396352807	0.018592345192235977	99.8155206716987	0.0
0.023967470054577493	0.04103916556506908	0.012967128327029011	0.02147784803175419	99.90054838802158	0.0
0.03911193412543566	0.1178737350775456	0.018295932341062488	0.05603953527399595	99.76867886318196	0.0
0.03440610176567967	0.03801694467002502	0.0036781230979957558	0.024300749271188023	99.89959808119511	0.0
0.010137162995678958	0.0117807514288104	0.0009337637453594194	0.02432712172864295	99.9528212001015	0.0
0.031029011403701585	0.034295032463711926	0.006347526464436393	0.02297998185646075	99.90534844781169	0.0
0.05463339063071775	0.07440607211369672	0.0024556135360563613	0.07488585941994043	99.79361906429959	0.0
0.052263426239506576	0.04737100801874934	0.0028343343605352674	0.03704511145883169	99.86048611992237	0.0
0.013499291998912824	0.005521930343348526	0.002943560948939441	0.012564784141631702	99.96547043256717	0.0
0.046337696917638685	0.029458418713445792	0.0009969631778447845	0.00853653439635326	99.91467038679473	0.0
0.0688548421598197	0.0320236996240505	0.0028617004775366205	0.043364534921502884	99.85289522281708	0.0
0.1592551487782629	0.043355533279509535	0.0015390580257501807	0.04094807428417394	99.7549021856323	0.0
0.20993976609755727	0.07824842457105145	0.00021315276289339788	0.05181883958203176	99.65977981698646	0.0
0.09732821118793175	0.08399332464281634	6.381259477979016e-05	0.045606174226695925	99.77300847734779	0.0
0.6170058888313659	0.7064026085739633	0.0006638755701764389	0.32433206845524415	98.35159555856926	0.0
0.19961795486413114	0.4929217137547304	0.0010157802097689793	0.11632765666096581	99.19011689451041	0.0
0.6275794113643963	1.5258678483835866	0.0003567321862701024	0.48759532713161785	97.35860068093413	0.0
0.8112094255439047	1.5649845272563034	0.0016395491029008614	0.5170275135348976	97.105138984562	0.0
2.7135953325476274	5.376509157331149	0.0015599038532157622	1.6406894241557417	90.26764618211226	0.0
1.738246099274614	1.7432614326649682	0.0006594978701613543	0.9162884130215374	95.60154455716872	0.0
1.2647199065280454	1.27493293339395	0.0003585977131171067	0.590369779824269	96.86961878254063	0.0
1.470522751452814	1.2097453489662282	0.0036771743309255717	0.45935789147178907	96.85669683377824	0.0
0.8067800799051389	0.526122015096884	0.004137467380589124	0.22526650463303302	98.43769393298436	0.0
1.21220970140759	0.8550948169997723	0.0008010688790047893	1.0493755046160858	96.88251890809755	0.0
5.192801355231287	2.131955620086606	0.0036298000835811033	1.1769058048392629	91.49470741975925	0.0
3.013710239392822	1.5361193689076464	0.02981905170689144	1.403471254786837	94.01688008520581	0.0
4.14902992381759	2.273760518256275	0.003265101023789611	2.4893440677559777	91.08460038914636	0.0
4.357952589162489	2.2140862967508337	0.0037196328678017463	1.0673353632321616	92.35690611798671	0.0
11.176005950201906	5.430133910681228	0.021583948644882996	2.3802204704940424	80.99205571997793	0.0
7.792121839869254	5.726239861762252	0.03827078294118547	2.2823478657876715	84.16101964963964	0.0
15.648911046337652	8.948829929246997	0.04901991600706443	1.9044104210066568	73.44882868740163	0.0
12.583596215137119	11.367862522450926	0.08965124646048274	4.764647434395318	71.19424258155615	0.0
1.8856330253308597	2.756926478049166	0.03673400338151848	0.9852402458426471	94.33546624739581	0.0
4.211643385641527	11.373998516233748	0.046943329015344676	3.8062875876658984	80.56112718144348	0.0
5.146810072837804	6.887165463290625	0.10507437040931382	1.6243746945225137	86.23657539893973	0.0
6.401605655979921	10.278013225200349	0.1365396945056903	1.426398159444068	81.75744326486998	0.0
16.12970784483421	25.128814073359944	0.6524665146230432	0.7547414725487072	57.334270094634086	0.0
15.445213601897361	15.7455509074456	0.5427974228482467	0.4598003937135618	67.80663767409523	0.0
9.991613371058673	20.223742910805157	1.2471184396994022	0.7543546157806267	67.78317066265615	0.0
6.970965495600508	44.2668057029537	1.179647597040165	0.3235043439463212	47.259076860459324	0.0
7.426761087139712	45.12769716780875	0.8310429811011615	0.6085785345540263	46.00592022939636	0.0
4.545195789946658	42.19336457925452	0.8071576268621063	0.34276962333690075	52.11151238059981	0.0
5.156147024693943	52.70278457181512	1.2805966579784678	0.50396042357569	40.35651132193677	2.0
5.5594198003594055	27.40964052066282	0.7888568648492725	0.66923936153945	65.57284345258905	0.0
2.0716711206030727	37.08372202669449	0.8890320204941827	0.2641013824561447	59.69147344975211	0.0
1.01270012968382	33.27754825463593	0.5342873472845682	0.15424217637862284	65.02122209201706	0.0
0.5022286669334636	1.3618603245230272	0.057396408507159075	0.04720622928878046	98.03130837074757	0.0
0.3648426109007119	0.5826673835640762	0.00810174425150636	0.007368797523641692	99.03701946376006	0.0
